N 38418
M 143314
R 500
# u v length
33533 30 40.0
30 33441 120.0
33441 30 120.0
31 4837 56.0
4837 31 56.0
31 4288 4.0
4288 31 4.0
31 19928 74.0
19928 31 74.0
31 33769 42.0
33769 31 42.0
32 74 168.0
74 32 168.0
32 1271 38.0
1271 32 38.0
33 28740 34.0
28740 33 34.0
33 13867 12.0
13867 33 12.0
33 13861 120.0
13861 33 120.0
34 5196 6.0
5196 34 6.0
34 28288 12.0
28288 34 12.0
34 10640 24.0
10640 34 24.0
35 8529 10.0
8529 35 10.0
35 5350 102.0
5350 35 102.0
35 13481 76.0
13481 35 76.0
35 29152 4.0
29152 35 4.0
36 16556 50.0
16556 36 50.0
36 27772 50.0
27772 36 50.0
36 13287 128.0
13287 36 128.0
36 10035 32.0
10035 36 32.0
37 14410 58.0
14410 37 58.0
37 19775 154.0
19775 37 154.0
37 20221 74.0
20221 37 74.0
37 36177 2.0
36177 37 2.0
38 10130 8.0
10130 38 8.0
38 38357 14.0
38357 38 14.0
38 8003 148.0
8003 38 148.0
38 33120 30.0
33120 38 30.0
39 15155 82.0
15155 39 82.0
39 21797 18.0
21797 39 18.0
39 35035 64.0
35035 39 64.0
39 28272 72.0
28272 39 72.0
40 24280 20.0
24280 40 20.0
40 9823 46.0
9823 40 46.0
40 23955 12.0
23955 40 12.0
40 36367 2.0
36367 40 2.0
41 28873 34.0
28873 41 34.0
41 7624 4.0
7624 41 4.0
41 2923 42.0
2923 41 42.0
42 2968 66.0
2968 42 66.0
42 77 140.0
77 42 140.0
43 7941 72.0
7941 43 72.0
43 36493 80.0
36493 43 80.0
43 3107 92.0
3107 43 92.0
43 33843 128.0
33843 43 128.0
44 35579 32.0
35579 44 32.0
44 16747 118.0
16747 44 118.0
44 5227 30.0
5227 44 30.0
44 13974 22.0
13974 44 22.0
45 22854 82.0
22854 45 82.0
45 8936 94.0
8936 45 94.0
45 13127 58.0
13127 45 58.0
45 26694 30.0
26694 45 30.0
46 9617 24.0
9617 46 24.0
46 23374 112.0
23374 46 112.0
46 38155 58.0
38155 46 58.0
46 26080 10.0
26080 46 10.0
47 29902 44.0
29902 47 44.0
47 5887 40.0
5887 47 40.0
47 35241 128.0
35241 47 128.0
47 25387 92.0
25387 47 92.0
48 36606 72.0
36606 48 72.0
48 5783 10.0
5783 48 10.0
48 4576 46.0
4576 48 46.0
48 13004 46.0
13004 48 46.0
49 4692 50.0
4692 49 50.0
49 6727 4.0
6727 49 4.0
49 11337 64.0
11337 49 64.0
49 18508 106.0
18508 49 106.0
50 13183 24.0
13183 50 24.0
50 8522 68.0
8522 50 68.0
50 12658 48.0
12658 50 48.0
50 33404 4.0
33404 50 4.0
51 9584 114.0
9584 51 114.0
51 29717 166.0
29717 51 166.0
51 4339 40.0
4339 51 40.0
51 23190 114.0
23190 51 114.0
52 33625 22.0
33625 52 22.0
52 15409 74.0
15409 52 74.0
52 14125 16.0
14125 52 16.0
52 8792 94.0
8792 52 94.0
53 3941 4.0
3941 53 4.0
53 17781 120.0
17781 53 120.0
53 9995 114.0
9995 53 114.0
53 38181 54.0
38181 53 54.0
54 35767 80.0
35767 54 80.0
54 792 20.0
792 54 20.0
54 24040 32.0
24040 54 32.0
55 16525 34.0
16525 55 34.0
55 29736 18.0
29736 55 18.0
55 16289 22.0
16289 55 22.0
56 906 78.0
906 56 78.0
56 12524 138.0
12524 56 138.0
56 729 38.0
729 56 38.0
56 21888 186.0
21888 56 186.0
57 4447 16.0
4447 57 16.0
57 33344 70.0
33344 57 70.0
57 5692 70.0
5692 57 70.0
57 32802 28.0
32802 57 28.0
58 34108 16.0
34108 58 16.0
58 10735 88.0
10735 58 88.0
58 29953 40.0
29953 58 40.0
58 24033 26.0
24033 58 26.0
59 10358 72.0
10358 59 72.0
59 21558 116.0
21558 59 116.0
59 37634 6.0
37634 59 6.0
59 14942 20.0
14942 59 20.0
60 34747 16.0
34747 60 16.0
60 13566 24.0
13566 60 24.0
60 28304 40.0
28304 60 40.0
60 10735 50.0
10735 60 50.0
61 3822 40.0
3822 61 40.0
61 18801 54.0
18801 61 54.0
61 11686 22.0
11686 61 22.0
61 28108 128.0
28108 61 128.0
62 18425 26.0
18425 62 26.0
62 33931 50.0
33931 62 50.0
62 11459 118.0
11459 62 118.0
63 23468 30.0
23468 63 30.0
63 33392 24.0
33392 63 24.0
63 31671 58.0
31671 63 58.0
63 5239 24.0
5239 63 24.0
64 8399 12.0
8399 64 12.0
64 20068 92.0
20068 64 92.0
64 23719 78.0
23719 64 78.0
64 34630 148.0
34630 64 148.0
65 8941 54.0
8941 65 54.0
65 37348 38.0
37348 65 38.0
65 25781 8.0
25781 65 8.0
65 5269 34.0
5269 65 34.0
66 12374 16.0
12374 66 16.0
66 3439 4.0
3439 66 4.0
66 16894 19.0
16894 66 19.0
67 23396 88.0
23396 67 88.0
67 25913 86.0
25913 67 86.0
67 27252 16.0
27252 67 16.0
67 33617 16.0
33617 67 16.0
68 26246 12.0
26246 68 12.0
68 22603 74.0
22603 68 74.0
68 10668 48.0
10668 68 48.0
69 21151 8.0
21151 69 8.0
69 34711 68.0
34711 69 68.0
69 17462 8.0
17462 69 8.0
69 33335 10.0
33335 69 10.0
70 11018 62.0
11018 70 62.0
70 17017 36.0
17017 70 36.0
70 7138 180.0
7138 70 180.0
70 33896 46.0
33896 70 46.0
71 3735 4.0
3735 71 4.0
71 18383 68.0
18383 71 68.0
71 11260 34.0
11260 71 34.0
72 32211 18.0
32211 72 18.0
72 1315 2.0
1315 72 2.0
72 19023 34.0
19023 72 34.0
73 8152 40.0
8152 73 40.0
73 4591 26.0
4591 73 26.0
73 31311 36.0
31311 73 36.0
73 33722 28.0
33722 73 28.0
74 112 112.0
112 74 112.0
74 3259 38.0
3259 74 38.0
75 1054 48.0
1054 75 48.0
75 32219 56.0
32219 75 56.0
75 13574 58.0
13574 75 58.0
75 37355 2.0
37355 75 2.0
76 10834 14.0
10834 76 14.0
76 3797 16.0
3797 76 16.0
76 36309 10.0
36309 76 10.0
77 6324 74.0
6324 77 74.0
77 128 154.0
128 77 154.0
78 1650 104.0
1650 78 104.0
78 27810 76.0
27810 78 76.0
78 14072 64.0
14072 78 64.0
78 952 20.0
952 78 20.0
79 30933 112.0
30933 79 112.0
79 8384 34.0
8384 79 34.0
79 19839 8.0
19839 79 8.0
80 36268 12.0
36268 80 12.0
80 12164 14.0
12164 80 14.0
80 25466 68.0
25466 80 68.0
80 21465 20.0
21465 80 20.0
81 13395 64.0
13395 81 64.0
81 32822 152.0
32822 81 152.0
81 33609 6.0
33609 81 6.0
81 32843 12.0
32843 81 12.0
82 11247 4.0
11247 82 4.0
82 10274 82.0
10274 82 82.0
82 38051 28.0
38051 82 28.0
83 30881 10.0
30881 83 10.0
83 9732 30.0
9732 83 30.0
83 1284 62.0
1284 83 62.0
83 29612 174.0
29612 83 174.0
84 38295 54.0
38295 84 54.0
84 3487 68.0
3487 84 68.0
84 8942 42.0
8942 84 42.0
84 38313 4.0
38313 84 4.0
85 7255 44.0
7255 85 44.0
85 19061 96.0
19061 85 96.0
85 21041 56.0
21041 85 56.0
86 11601 20.0
11601 86 20.0
86 32810 60.0
32810 86 60.0
86 37369 2.0
37369 86 2.0
86 28622 18.0
28622 86 18.0
87 34205 52.0
34205 87 52.0
87 11455 6.0
11455 87 6.0
87 33842 162.0
33842 87 162.0
87 34677 2.0
34677 87 2.0
88 18188 44.0
18188 88 44.0
88 27992 174.0
27992 88 174.0
88 30595 66.0
30595 88 66.0
88 26454 86.0
26454 88 86.0
89 9692 72.0
9692 89 72.0
89 26607 134.0
26607 89 134.0
89 12384 54.0
12384 89 54.0
89 8490 80.0
8490 89 80.0
90 25076 90.0
25076 90 90.0
90 9782 54.0
9782 90 54.0
90 10254 10.0
10254 90 10.0
90 29027 126.0
29027 90 126.0
91 3686 78.0
3686 91 78.0
91 15787 58.0
15787 91 58.0
91 13301 40.0
13301 91 40.0
92 10422 28.0
10422 92 28.0
92 6410 106.0
6410 92 106.0
92 25353 36.0
25353 92 36.0
93 28839 14.0
28839 93 14.0
93 22133 64.0
22133 93 64.0
93 28408 20.0
28408 93 20.0
94 5378 130.0
5378 94 130.0
94 10354 62.0
10354 94 62.0
94 36922 40.0
36922 94 40.0
94 36785 56.0
36785 94 56.0
95 18312 38.0
18312 95 38.0
95 27639 10.0
27639 95 10.0
95 29983 98.0
29983 95 98.0
95 27063 32.0
27063 95 32.0
96 20295 22.0
20295 96 22.0
96 5173 2.0
5173 96 2.0
96 6174 142.0
6174 96 142.0
96 33690 64.0
33690 96 64.0
97 18722 46.0
18722 97 46.0
97 21815 12.0
21815 97 12.0
97 32812 14.0
32812 97 14.0
97 16442 76.0
16442 97 76.0
98 17575 44.0
17575 98 44.0
98 1434 110.0
1434 98 110.0
98 1164 90.0
1164 98 90.0
98 30567 22.0
30567 98 22.0
99 10145 16.0
10145 99 16.0
99 20032 12.0
20032 99 12.0
99 13862 40.0
13862 99 40.0
100 21402 30.0
21402 100 30.0
100 9979 106.0
9979 100 106.0
100 35782 58.0
35782 100 58.0
100 32257 92.0
32257 100 92.0
101 16744 66.0
16744 101 66.0
101 2981 110.0
2981 101 110.0
101 33089 26.0
33089 101 26.0
101 35573 4.0
35573 101 4.0
102 15364 88.0
15364 102 88.0
102 6421 26.0
6421 102 26.0
102 35496 108.0
35496 102 108.0
102 38047 2.0
38047 102 2.0
103 2174 4.0
2174 103 4.0
103 31467 94.0
31467 103 94.0
103 14357 22.0
14357 103 22.0
104 35409 36.0
35409 104 36.0
104 24757 136.0
24757 104 136.0
104 34158 100.0
34158 104 100.0
104 27650 94.0
27650 104 94.0
105 20250 104.0
20250 105 104.0
105 9516 22.0
9516 105 22.0
105 14364 26.0
14364 105 26.0
105 23225 78.0
23225 105 78.0
106 6022 132.0
6022 106 132.0
106 24124 94.0
24124 106 94.0
106 37227 30.0
37227 106 30.0
106 26820 46.0
26820 106 46.0
107 26223 100.0
26223 107 100.0
107 25537 196.0
25537 107 196.0
107 29307 88.0
29307 107 88.0
107 14252 58.0
14252 107 58.0
108 25846 104.0
25846 108 104.0
108 13605 124.0
13605 108 124.0
108 35769 2.0
35769 108 2.0
108 18483 48.0
18483 108 48.0
109 30765 12.0
30765 109 12.0
109 23817 52.0
23817 109 52.0
109 33785 92.0
33785 109 92.0
109 19415 16.0
19415 109 16.0
110 605 6.0
605 110 6.0
110 11189 52.0
11189 110 52.0
110 38216 4.0
38216 110 4.0
110 15376 68.0
15376 110 68.0
111 22829 34.0
22829 111 34.0
111 18087 20.0
18087 111 20.0
111 22213 82.0
22213 111 82.0
111 8141 34.0
8141 111 34.0
112 158 156.0
158 112 156.0
112 8714 76.0
8714 112 76.0
113 13432 40.0
13432 113 40.0
113 4993 2.0
4993 113 2.0
113 30163 72.0
30163 113 72.0
113 21375 72.0
21375 113 72.0
114 14856 128.0
14856 114 128.0
114 18784 136.0
18784 114 136.0
114 5363 60.0
5363 114 60.0
114 5414 94.0
5414 114 94.0
115 12725 176.0
12725 115 176.0
115 28951 92.0
28951 115 92.0
115 33385 72.0
33385 115 72.0
115 9156 94.0
9156 115 94.0
116 26034 26.0
26034 116 26.0
116 21840 30.0
21840 116 30.0
116 15099 62.0
15099 116 62.0
116 12633 36.0
12633 116 36.0
117 24469 72.0
24469 117 72.0
117 10824 4.0
10824 117 4.0
117 28156 62.0
28156 117 62.0
117 13428 24.0
13428 117 24.0
118 10663 60.0
10663 118 60.0
118 33828 94.0
33828 118 94.0
118 17302 78.0
17302 118 78.0
118 8076 26.0
8076 118 26.0
119 20159 34.0
20159 119 34.0
119 37213 68.0
37213 119 68.0
119 21373 10.0
21373 119 10.0
119 5359 30.0
5359 119 30.0
120 17550 62.0
17550 120 62.0
120 12552 112.0
12552 120 112.0
120 29361 6.0
29361 120 6.0
120 32216 14.0
32216 120 14.0
121 3089 10.0
3089 121 10.0
121 3154 6.0
3154 121 6.0
121 37983 2.0
37983 121 2.0
121 26153 26.0
26153 121 26.0
122 25589 142.0
25589 122 142.0
122 5035 144.0
5035 122 144.0
122 18784 128.0
18784 122 128.0
122 14856 136.0
14856 122 136.0
123 16137 134.0
16137 123 134.0
123 4708 66.0
4708 123 66.0
123 24201 82.0
24201 123 82.0
123 32579 2.0
32579 123 2.0
124 37409 100.0
37409 124 100.0
124 31764 86.0
31764 124 86.0
124 18986 38.0
18986 124 38.0
124 10252 82.0
10252 124 82.0
125 6409 76.0
6409 125 76.0
125 14172 8.0
14172 125 8.0
125 9097 116.0
9097 125 116.0
125 25142 140.0
25142 125 140.0
126 30365 110.0
30365 126 110.0
126 16667 132.0
16667 126 132.0
126 34422 68.0
34422 126 68.0
126 16437 56.0
16437 126 56.0
127 22456 14.0
22456 127 14.0
127 23705 38.0
23705 127 38.0
127 19409 12.0
19409 127 12.0
127 4023 56.0
4023 127 56.0
128 7742 59.0
7742 128 59.0
128 144 56.0
144 128 56.0
129 13705 16.0
13705 129 16.0
129 9738 6.0
9738 129 6.0
129 26567 60.0
26567 129 60.0
129 891 24.0
891 129 24.0
130 507 16.0
507 130 16.0
130 37312 24.0
37312 130 24.0
130 3483 78.0
3483 130 78.0
130 10175 68.0
10175 130 68.0
131 31846 10.0
31846 131 10.0
131 13400 56.0
13400 131 56.0
131 3277 108.0
3277 131 108.0
131 9169 126.0
9169 131 126.0
132 21901 60.0
21901 132 60.0
132 34740 16.0
34740 132 16.0
132 25381 8.0
25381 132 8.0
132 10779 66.0
10779 132 66.0
133 36485 62.0
36485 133 62.0
133 8008 26.0
8008 133 26.0
133 4464 14.0
4464 133 14.0
134 29978 32.0
29978 134 32.0
134 14358 68.0
14358 134 68.0
134 13627 68.0
13627 134 68.0
134 16721 78.0
16721 134 78.0
135 18828 12.0
18828 135 12.0
135 15707 27.0
15707 135 27.0
135 21849 60.0
21849 135 60.0
136 18973 44.0
18973 136 44.0
136 21967 48.0
21967 136 48.0
136 22954 12.0
22954 136 12.0
136 4727 110.0
4727 136 110.0
137 26800 32.0
26800 137 32.0
137 30683 12.0
30683 137 12.0
137 30189 10.0
30189 137 10.0
137 23326 6.0
23326 137 6.0
138 1372 38.0
1372 138 38.0
138 10593 28.0
10593 138 28.0
138 6327 68.0
6327 138 68.0
139 29953 32.0
29953 139 32.0
139 9041 88.0
9041 139 88.0
139 21563 44.0
21563 139 44.0
139 24610 26.0
24610 139 26.0
140 16660 60.0
16660 140 60.0
140 16842 26.0
16842 140 26.0
140 18431 22.0
18431 140 22.0
141 18393 44.0
18393 141 44.0
141 34679 44.0
34679 141 44.0
141 5500 20.0
5500 141 20.0
142 15185 16.0
15185 142 16.0
142 25289 16.0
25289 142 16.0
142 22551 58.0
22551 142 58.0
143 7515 38.0
7515 143 38.0
143 3404 56.0
3404 143 56.0
143 32851 72.0
32851 143 72.0
143 33130 98.0
33130 143 98.0
144 15927 110.0
15927 144 110.0
144 206 166.0
206 144 166.0
145 16972 8.0
16972 145 8.0
145 30225 10.0
30225 145 10.0
145 7740 88.0
7740 145 88.0
146 20188 26.0
20188 146 26.0
146 5757 6.0
5757 146 6.0
146 25979 116.0
25979 146 116.0
146 17116 66.0
17116 146 66.0
147 20184 24.0
20184 147 24.0
147 36562 72.0
36562 147 72.0
147 8380 44.0
8380 147 44.0
147 10351 56.0
10351 147 56.0
148 30266 46.0
30266 148 46.0
148 3136 4.0
3136 148 4.0
148 3263 72.0
3263 148 72.0
148 28664 14.0
28664 148 14.0
149 2769 116.0
2769 149 116.0
149 22085 14.0
22085 149 14.0
149 5976 14.0
5976 149 14.0
149 36262 26.0
36262 149 26.0
150 17713 24.0
17713 150 24.0
150 18378 68.0
18378 150 68.0
150 3677 48.0
3677 150 48.0
150 31879 8.0
31879 150 8.0
151 4191 2.0
4191 151 2.0
151 608 30.0
608 151 30.0
151 32077 142.0
32077 151 142.0
151 33368 2.0
33368 151 2.0
152 1502 128.0
1502 152 128.0
152 4871 72.0
4871 152 72.0
152 19036 32.0
19036 152 32.0
152 4106 58.0
4106 152 58.0
153 19194 176.0
19194 153 176.0
153 31760 118.0
31760 153 118.0
153 11631 8.0
11631 153 8.0
153 26539 40.0
26539 153 40.0
154 3366 20.0
3366 154 20.0
154 21294 22.0
21294 154 22.0
154 23382 96.0
23382 154 96.0
155 23540 112.0
23540 155 112.0
155 8083 80.0
8083 155 80.0
155 11473 22.0
11473 155 22.0
155 20497 28.0
20497 155 28.0
156 8175 58.0
8175 156 58.0
156 35313 10.0
35313 156 10.0
156 10150 132.0
10150 156 132.0
157 10530 108.0
10530 157 108.0
157 9505 28.0
9505 157 28.0
157 19384 52.0
19384 157 52.0
157 23613 54.0
23613 157 54.0
158 184 74.0
184 158 74.0
158 12163 76.0
12163 158 76.0
159 28841 84.0
28841 159 84.0
159 8831 86.0
8831 159 86.0
159 24244 66.0
24244 159 66.0
159 23236 56.0
23236 159 56.0
160 9659 4.0
9659 160 4.0
160 6438 8.0
6438 160 8.0
160 10632 78.0
10632 160 78.0
160 20168 24.0
20168 160 24.0
161 9981 82.0
9981 161 82.0
161 28540 48.0
28540 161 48.0
161 29117 24.0
29117 161 24.0
161 15747 44.0
15747 161 44.0
162 12621 4.0
12621 162 4.0
162 18785 74.0
18785 162 74.0
162 20098 6.0
20098 162 6.0
162 27592 64.0
27592 162 64.0
163 8722 84.0
8722 163 84.0
163 35982 82.0
35982 163 82.0
163 10487 44.0
10487 163 44.0
164 36143 114.0
36143 164 114.0
164 25673 74.0
25673 164 74.0
164 8681 60.0
8681 164 60.0
165 22458 126.0
22458 165 126.0
165 9618 48.0
9618 165 48.0
165 15615 44.0
15615 165 44.0
165 14173 102.0
14173 165 102.0
166 3117 102.0
3117 166 102.0
166 4514 2.0
4514 166 2.0
166 6237 142.0
6237 166 142.0
166 19412 64.0
19412 166 64.0
167 25494 34.0
25494 167 34.0
167 20911 30.0
20911 167 30.0
167 21670 50.0
21670 167 50.0
168 23657 20.0
23657 168 20.0
168 1428 2.0
1428 168 2.0
168 9332 84.0
9332 168 84.0
168 17805 36.0
17805 168 36.0
169 21811 42.0
21811 169 42.0
169 9459 128.0
9459 169 128.0
169 23191 154.0
23191 169 154.0
170 33720 40.0
33720 170 40.0
170 27299 58.0
27299 170 58.0
170 21076 62.0
21076 170 62.0
170 15038 56.0
15038 170 56.0
171 21424 76.0
21424 171 76.0
171 34651 106.0
34651 171 106.0
171 6710 82.0
6710 171 82.0
171 12575 98.0
12575 171 98.0
172 12179 36.0
12179 172 36.0
172 26223 58.0
26223 172 58.0
172 14252 100.0
14252 172 100.0
172 8945 84.0
8945 172 84.0
173 17812 50.0
17812 173 50.0
173 25290 44.0
25290 173 44.0
173 18706 52.0
18706 173 52.0
174 2416 54.0
2416 174 54.0
174 36136 166.0
36136 174 166.0
174 37994 160.0
37994 174 160.0
174 27029 32.0
27029 174 32.0
175 14351 34.0
14351 175 34.0
175 3647 44.0
3647 175 44.0
175 19517 46.0
19517 175 46.0
175 2302 20.0
2302 175 20.0
176 27293 38.0
27293 176 38.0
176 29069 84.0
29069 176 84.0
176 9546 106.0
9546 176 106.0
177 7851 10.0
7851 177 10.0
177 27181 100.0
27181 177 100.0
177 17511 28.0
17511 177 28.0
178 26888 14.0
26888 178 14.0
178 34125 98.0
34125 178 98.0
178 20393 70.0
20393 178 70.0
178 8088 16.0
8088 178 16.0
179 7256 22.0
7256 179 22.0
179 11378 20.0
11378 179 20.0
179 12420 50.0
12420 179 50.0
179 16472 40.0
16472 179 40.0
180 31074 100.0
31074 180 100.0
180 21001 118.0
21001 180 118.0
180 994 102.0
994 180 102.0
180 30205 40.0
30205 180 40.0
181 10025 8.0
10025 181 8.0
181 3144 70.0
3144 181 70.0
181 25903 42.0
25903 181 42.0
181 17449 118.0
17449 181 118.0
182 5256 2.0
5256 182 2.0
182 28645 4.0
28645 182 4.0
182 3606 82.0
3606 182 82.0
183 30888 80.0
30888 183 80.0
183 36567 22.0
36567 183 22.0
183 24027 8.0
24027 183 8.0
183 12987 62.0
12987 183 62.0
184 196 24.0
196 184 24.0
184 13808 76.0
13808 184 76.0
185 4435 98.0
4435 185 98.0
185 12919 146.0
12919 185 146.0
185 35280 40.0
35280 185 40.0
185 37916 2.0
37916 185 2.0
186 29648 24.0
29648 186 24.0
186 16656 28.0
16656 186 28.0
186 13823 114.0
13823 186 114.0
186 26051 26.0
26051 186 26.0
187 31685 174.0
31685 187 174.0
187 5933 38.0
5933 187 38.0
187 21509 36.0
21509 187 36.0
187 31111 92.0
31111 187 92.0
188 26591 64.0
26591 188 64.0
188 10718 100.0
10718 188 100.0
188 19209 12.0
19209 188 12.0
188 31725 14.0
31725 188 14.0
189 18791 54.0
18791 189 54.0
189 6821 104.0
6821 189 104.0
189 19968 54.0
19968 189 54.0
189 35529 48.0
35529 189 48.0
190 34277 70.0
34277 190 70.0
190 16088 38.0
16088 190 38.0
190 17872 20.0
17872 190 20.0
190 31898 16.0
31898 190 16.0
191 36901 32.0
36901 191 32.0
191 26884 76.0
26884 191 76.0
191 8406 62.0
8406 191 62.0
191 3032 96.0
3032 191 96.0
192 6311 76.0
6311 192 76.0
192 21242 96.0
21242 192 96.0
192 13242 16.0
13242 192 16.0
193 8728 100.0
8728 193 100.0
193 3648 4.0
3648 193 4.0
193 15488 38.0
15488 193 38.0
193 1429 140.0
1429 193 140.0
194 13761 46.0
13761 194 46.0
194 3689 134.0
3689 194 134.0
194 21108 60.0
21108 194 60.0
194 7581 30.0
7581 194 30.0
195 23952 82.0
23952 195 82.0
195 31103 24.0
31103 195 24.0
195 7804 24.0
7804 195 24.0
196 225 58.0
225 196 58.0
196 14303 76.0
14303 196 76.0
197 33597 66.0
33597 197 66.0
197 27432 110.0
27432 197 110.0
197 16335 44.0
16335 197 44.0
197 3973 70.0
3973 197 70.0
198 25929 40.0
25929 198 40.0
198 7437 6.0
7437 198 6.0
198 12965 40.0
12965 198 40.0
199 12614 94.0
12614 199 94.0
199 25402 124.0
25402 199 124.0
199 33155 10.0
33155 199 10.0
199 10708 34.0
10708 199 34.0
200 27317 44.0
27317 200 44.0
200 19913 40.0
19913 200 40.0
200 34403 18.0
34403 200 18.0
200 12092 54.0
12092 200 54.0
201 19392 124.0
19392 201 124.0
201 29880 64.0
29880 201 64.0
201 12421 138.0
12421 201 138.0
201 18848 58.0
18848 201 58.0
202 34650 16.0
34650 202 16.0
202 24361 50.0
24361 202 50.0
202 20023 62.0
20023 202 62.0
202 34400 88.0
34400 202 88.0
203 11333 52.0
11333 203 52.0
203 3775 30.0
3775 203 30.0
203 33421 94.0
33421 203 94.0
203 15776 44.0
15776 203 44.0
204 2955 2.0
2955 204 2.0
204 37248 60.0
37248 204 60.0
204 12877 106.0
12877 204 106.0
205 20589 138.0
20589 205 138.0
205 7032 94.0
7032 205 94.0
205 13360 172.0
13360 205 172.0
205 7973 76.0
7973 205 76.0
206 21234 110.0
21234 206 110.0
206 229 52.0
229 206 52.0
207 16384 30.0
16384 207 30.0
207 36145 98.0
36145 207 98.0
207 24584 26.0
24584 207 26.0
207 8554 110.0
8554 207 110.0
208 29773 38.0
29773 208 38.0
208 10141 86.0
10141 208 86.0
208 33983 26.0
33983 208 26.0
209 10679 40.0
10679 209 40.0
209 3053 26.0
3053 209 26.0
209 16833 84.0
16833 209 84.0
209 16982 38.0
16982 209 38.0
210 5381 2.0
5381 210 2.0
210 22896 30.0
22896 210 30.0
210 27762 126.0
27762 210 126.0
210 33994 6.0
33994 210 6.0
211 16400 10.0
16400 211 10.0
211 27354 90.0
27354 211 90.0
211 31958 22.0
31958 211 22.0
212 5270 4.0
5270 212 4.0
212 11567 30.0
11567 212 30.0
212 15239 50.0
15239 212 50.0
212 24487 188.0
24487 212 188.0
213 4680 18.0
4680 213 18.0
213 23394 42.0
23394 213 42.0
213 25617 54.0
25617 213 54.0
213 16582 40.0
16582 213 40.0
214 16618 46.0
16618 214 46.0
214 18671 74.0
18671 214 74.0
214 33575 14.0
33575 214 14.0
214 22824 30.0
