N 17127
M 54704
R 250
# u v length
255 4487 20.0
4487 255 20.0
255 4492 29.0
4492 255 29.0
255 275 29.0
275 255 29.0
4487 4488 14.0
4488 4487 14.0
4488 4489 19.0
4489 4488 19.0
4488 4494 19.0
4494 4488 19.0
4489 4490 23.0
4490 4489 23.0
4490 4496 19.0
4496 4490 19.0
334 4497 19.0
4497 334 19.0
334 4490 8.0
4490 334 8.0
390 4503 10.0
4503 390 10.0
390 4502 10.0
4502 390 10.0
812 4491 12.0
4491 812 12.0
812 4506 11.0
4506 812 11.0
4491 4507 11.0
4507 4491 11.0
235 4492 32.0
4492 235 32.0
235 4504 10.0
4504 235 10.0
235 255 61.0
255 235 61.0
4492 4493 4.0
4493 4492 4.0
4493 4494 20.0
4494 4493 20.0
4493 4528 40.0
4528 4493 40.0
4494 4495 17.0
4495 4494 17.0
298 4496 23.0
4496 298 23.0
298 4498 2.0
4498 298 2.0
298 4495 2.0
4495 298 2.0
298 4489 19.0
4489 298 19.0
4496 4497 8.0
4497 4496 8.0
4496 4499 2.0
4499 4496 2.0
4497 4501 2.0
4501 4497 2.0
2204 2287 43.0
2287 2204 43.0
2204 4486 42.0
4486 2204 42.0
4498 4499 23.0
4499 4498 23.0
4498 4531 38.0
4531 4498 38.0
4499 4500 5.0
4500 4499 5.0
4499 4532 38.0
4532 4499 38.0
4500 4501 3.0
4501 4500 3.0
4501 4540 39.0
4540 4501 39.0
368 4502 20.0
4502 368 20.0
368 388 21.0
388 368 21.0
368 4501 29.0
4501 368 29.0
388 4503 1.0
4503 388 1.0
388 4502 1.0
4502 388 1.0
4503 4523 39.0
4523 4503 39.0
203 4504 40.0
4504 203 40.0
203 4515 12.0
4515 203 12.0
203 4514 34.0
4514 203 34.0
4505 4513 8.0
4513 4505 8.0
1952 4505 2.0
4505 1952 2.0
4506 4507 12.0
4507 4506 12.0
4506 4520 50.0
4520 4506 50.0
4507 4546 38.0
4546 4507 38.0
845 4508 23.0
4508 845 23.0
845 4509 3.0
4509 845 3.0
845 4507 7.0
4507 845 7.0
4508 4511 3.0
4511 4508 3.0
4509 4510 19.0
4510 4509 19.0
4509 4547 35.0
4547 4509 35.0
4510 4511 4.0
4511 4510 4.0
4511 4512 30.0
4512 4511 30.0
4511 4557 38.0
4557 4511 38.0
944 4512 8.0
4512 944 8.0
2125 4485 50.0
4485 2125 50.0
658 4518 12.0
4518 658 12.0
658 4517 34.0
4517 658 34.0
1898 4513 39.0
4513 1898 39.0
1898 4562 40.0
4562 1898 40.0
1898 4541 40.0
4541 1898 40.0
1898 4505 47.0
4505 1898 47.0
4514 4515 22.0
4515 4514 22.0
4514 4522 16.0
4522 4514 16.0
4515 4516 39.0
4516 4515 39.0
4515 4549 30.0
4549 4515 30.0
4516 4526 23.0
4526 4516 23.0
233 4527 23.0
4527 233 23.0
233 4516 1.0
4516 233 1.0
233 4504 12.0
4504 233 12.0
4517 4518 22.0
4518 4517 22.0
4517 4521 6.0
4521 4517 6.0
4518 4519 28.0
4519 4518 28.0
4518 4543 21.0
4543 4518 21.0
4519 4544 21.0
4544 4519 21.0
730 4520 19.0
4520 730 19.0
730 4545 21.0
4545 730 21.0
730 4519 22.0
4519 730 22.0
557 4521 40.0
4521 557 40.0
557 4559 21.0
4559 557 21.0
557 4558 32.0
4558 557 32.0
4521 4542 15.0
4542 4521 15.0
2124 4581 30.0
4581 2124 30.0
2124 2125 21.0
2125 2124 21.0
173 4522 30.0
4522 173 30.0
173 4563 21.0
4563 173 21.0
4522 4548 14.0
4548 4522 14.0
4523 4524 18.0
4524 4523 18.0
4524 4525 8.0
4525 4524 8.0
4524 4568 19.0
4568 4524 19.0
4525 4569 19.0
4569 4525 19.0
442 4570 19.0
4570 442 19.0
442 4525 5.0
4525 442 5.0
1239 4578 22.0
4578 1239 22.0
4526 4527 1.0
4527 4526 1.0
4526 4533 1.0
4533 4526 1.0
4527 4528 33.0
4528 4527 33.0
4527 4534 1.0
4534 4527 1.0
4528 4529 6.0
4529 4528 6.0
4529 4530 27.0
4530 4529 27.0
4529 4535 1.0
4535 4529 1.0
4530 4536 1.0
4536 4530 1.0
297 4531 2.0
4531 297 2.0
297 4537 1.0
4537 297 1.0
297 4530 4.0
4530 297 4.0
297 4495 40.0
4495 297 40.0
4531 4532 23.0
4532 4531 23.0
4531 4538 1.0
4538 4531 1.0
4532 4539 1.0
4539 4532 1.0
4533 4534 1.0
4534 4533 1.0
4534 4535 39.0
4535 4534 39.0
4534 4551 6.0
4551 4534 6.0
4535 4536 27.0
4536 4535 27.0
4536 4537 4.0
4537 4536 4.0
4536 4575 18.0
4575 4536 18.0
4537 4538 2.0
4538 4537 2.0
4537 4576 18.0
4576 4537 18.0
4538 4539 23.0
4539 4538 23.0
329 4540 3.0
4540 329 3.0
329 4583 21.0
4583 329 21.0
329 4539 5.0
4539 329 5.0
329 4500 39.0
4500 329 39.0
4540 4584 21.0
4584 4540 21.0
1791 1806 10.0
1806 1791 10.0
1791 4604 42.0
4604 1791 42.0
1806 4541 40.0
4541 1806 40.0
1806 4561 31.0
4561 1806 31.0
4542 4543 22.0
4543 4542 22.0
4543 4544 28.0
4544 4543 28.0
4543 4560 6.0
4560 4543 6.0
4544 4545 22.0
4545 4544 22.0
757 4546 45.0
4546 757 45.0
757 4552 3.0
4552 757 3.0
757 4545 19.0
4545 757 19.0
757 4520 21.0
4520 757 21.0
4546 4547 7.0
4547 4546 7.0
4546 4554 3.0
4554 4546 3.0
4547 4556 3.0
4556 4547 3.0
4548 4549 22.0
4549 4548 22.0
4549 4550 37.0
4550 4549 37.0
4549 4565 7.0
4565 4549 7.0
4550 4566 7.0
4566 4550 7.0
232 4551 1.0
4551 232 1.0
232 4572 12.0
4572 232 12.0
232 4550 2.0
4550 232 2.0
232 4533 6.0
4533 232 6.0
4551 4573 12.0
4573 4551 12.0
4552 4553 19.0
4553 4552 19.0
4552 4590 16.0
4590 4552 16.0
4553 4554 26.0
4554 4553 26.0
4554 4555 3.0
4555 4554 3.0
4554 4613 39.0
4613 4554 39.0
4555 4556 4.0
4556 4555 4.0
4555 4614 39.0
4614 4555 39.0
4556 4615 39.0
4615 4556 39.0
869 4557 4.0
4557 869 4.0
869 4633 42.0
4633 869 42.0
869 4556 19.0
4556 869 19.0
869 4510 38.0
4510 869 38.0
4557 4634 42.0
4634 4557 42.0
4558 4559 11.0
4559 4558 11.0
618 4560 22.0
4560 618 22.0
618 4593 32.0
4593 618 32.0
618 4559 40.0
4559 618 40.0
618 4542 6.0
4542 618 6.0
4560 4588 30.0
4588 4560 30.0
1876 4562 12.0
4562 1876 12.0
1876 4561 21.0
4561 1876 21.0
1876 4541 12.0
4541 1876 12.0
4563 4564 8.0
4564 4563 8.0
4563 4592 19.0
4592 4563 19.0
4563 4591 24.0
4591 4563 24.0
187 4565 22.0
4565 187 22.0
187 4609 30.0
4609 187 30.0
187 4564 22.0
4564 187 22.0
187 4548 7.0
4548 187 7.0
4565 4566 37.0
4566 4565 37.0
4565 4620 33.0
4620 4565 33.0
4566 4571 5.0
4571 4566 5.0
4567 4587 9.0
4587 4567 9.0
4567 4585 17.0
4585 4567 17.0
401 4568 18.0
4568 401 18.0
401 4567 22.0
4567 401 22.0
401 4523 19.0
4523 401 19.0
4568 4569 8.0
4569 4568 8.0
4568 4625 33.0
4625 4568 33.0
4569 4570 5.0
4570 4569 5.0
4569 4626 33.0
4626 4569 33.0
4570 4627 33.0
4627 4570 33.0
1948 4562 41.0
4562 1948 41.0
1948 4513 42.0
4513 1948 42.0
2386 4641 41.0
4641 2386 41.0
4571 4572 2.0
4572 4571 2.0
4572 4573 1.0
4573 4572 1.0
4572 4622 28.0
4622 4572 28.0
4573 4574 27.0
4574 4573 27.0
4573 4623 28.0
4623 4573 28.0
4574 4624 28.0
4624 4574 28.0
262 4575 27.0
4575 262 27.0
262 4650 40.0
4650 262 40.0
262 4574 12.0
4574 262 12.0
262 4535 18.0
4535 262 18.0
4575 4576 4.0
4576 4575 4.0
4575 4661 42.0
4661 4575 42.0
4576 4582 10.0
4582 4576 10.0
4577 4578 14.0
4578 4577 14.0
4577 4597 23.0
4597 4577 23.0
4577 4596 32.0
4596 4577 32.0
4578 4579 37.0
4579 4578 37.0
4578 4598 23.0
4598 4578 23.0
4579 4580 9.0
4580 4579 9.0
4579 4599 23.0
4599 4579 23.0
4580 4600 23.0
4600 4580 23.0
1313 4601 23.0
4601 1313 23.0
1313 4580 3.0
4580 1313 3.0
2119 4581 2.0
4581 2119 2.0
2119 4635 31.0
4635 2119 31.0
2119 2124 32.0
2124 2119 32.0
4581 4636 31.0
4636 4581 31.0
4582 4583 23.0
4583 4582 23.0
4583 4584 3.0
4584 4583 3.0
341 4585 20.0
4585 341 20.0
341 364 21.0
364 341 21.0
341 4584 6.0
4584 341 6.0
4586 4603 20.0
4603 4586 20.0
1419 1444 10.0
1444 1419 10.0
1419 4586 3.0
4586 1419 3.0
364 4587 9.0
4587 364 9.0
364 4585 1.0
4585 364 1.0
4588 4589 7.0
4589 4588 7.0
4589 4594 19.0
4594 4589 19.0
699 4590 41.0
4590 699 41.0
699 4595 19.0
4595 699 19.0
699 4589 4.0
4589 699 4.0
699 4544 19.0
4544 699 19.0
4590 4612 23.0
4612 4590 23.0
543 4657 32.0
4657 543 32.0
543 4558 18.0
4558 543 18.0
162 4591 7.0
4591 162 7.0
162 4606 11.0
4606 162 11.0
4591 4592 5.0
4592 4591 5.0
4591 4607 11.0
4607 4591 11.0
4592 4608 11.0
4608 4592 11.0
677 4594 7.0
4594 677 7.0
677 4658 18.0
4658 677 18.0
677 4593 39.0
4593 677 39.0
677 4588 19.0
4588 677 19.0
4594 4595 4.0
4595 4594 4.0
4594 4671 25.0
4671 4594 25.0
4595 4610 4.0
4610 4595 4.0
4596 4597 9.0
4597 4596 9.0
4597 4598 14.0
4598 4597 14.0
4597 4617 4.0
4617 4597 4.0
4598 4599 37.0
4599 4598 37.0
4598 4618 4.0
4618 4598 4.0
4599 4600 9.0
4600 4599 9.0
4600 4601 3.0
4601 4600 3.0
4600 4654 17.0
4654 4600 17.0
4601 4602 18.0
4602 4601 18.0
4601 4655 17.0
4655 4601 17.0
1402 4603 8.0
4603 1402 8.0
1402 4714 39.0
4714 1402 39.0
1402 4602 32.0
4602 1402 32.0
1402 4586 28.0
4586 1402 28.0
4604 4605 25.0
4605 4604 25.0
4605 4667 18.0
4667 4605 18.0
1838 4759 50.0
4759 1838 50.0
1838 4605 4.0
4605 1838 4.0
1838 4561 30.0
4561 1838 30.0
4606 4607 7.0
4607 4606 7.0
4606 4700 32.0
4700 4606 32.0
4606 4699 64.0
4699 4606 64.0
4607 4608 5.0
4608 4607 5.0
4607 4701 32.0
4701 4607 32.0
176 4609 22.0
4609 176 22.0
176 4702 32.0
4702 176 32.0
176 4608 8.0
4608 176 8.0
176 4564 30.0
4564 176 30.0
4609 4619 3.0
4619 4609 3.0
4610 4611 17.0
4611 4610 17.0
4610 4672 21.0
4672 4610 21.0
4611 4612 24.0
4612 4611 24.0
4611 4673 21.0
4673 4611 21.0
786 4613 26.0
4613 786 26.0
786 4628 3.0
4628 786 3.0
786 4612 19.0
4612 786 19.0
786 4553 39.0
4553 786 39.0
4613 4614 3.0
4614 4613 3.0
4613 4629 3.0
4629 4613 3.0
4614 4615 4.0
4615 4614 4.0
4614 4630 3.0
4630 4614 3.0
4615 4631 3.0
4631 4615 3.0
4616 4639 9.0
4639 4616 9.0
1204 4617 9.0
4617 1204 9.0
1204 4640 9.0
4640 1204 9.0
1204 4616 23.0
4616 1204 23.0
1204 4596 4.0
4596 1204 4.0
4617 4618 14.0
4618 4617 14.0
4617 4651 13.0
4651 4617 13.0
4618 4652 13.0
4652 4618 13.0
4619 4620 22.0
4620 4619 22.0
4619 4703 29.0
4703 4619 29.0
4620 4621 5.0
4621 4620 5.0
4621 4645 12.0
4645 4621 12.0
230 4622 2.0
4622 230 2.0
230 4647 12.0
4647 230 12.0
230 4621 32.0
4621 230 32.0
230 4571 28.0
4571 230 28.0
4622 4623 1.0
4623 4622 1.0
4622 4648 12.0
4648 4622 12.0
4623 4624 27.0
4624 4623 27.0
4623 4649 12.0
4649 4623 12.0
4625 4626 8.0
4626 4625 8.0
4625 4642 11.0
4642 4625 11.0
4626 4627 5.0
4627 4626 5.0
4626 4643 11.0
4643 4626 11.0
487 4644 11.0
4644 487 11.0
487 4627 28.0
4627 487 28.0
1604 4664 14.0
4664 1604 14.0
1604 4663 15.0
4663 1604 15.0
4628 4629 26.0
4629 4628 26.0
4628 4674 18.0
4674 4628 18.0
4629 4630 3.0
4630 4629 3.0
4629 4676 18.0
4676 4629 18.0
4630 4631 4.0
4631 4630 4.0
4631 4632 15.0
4632 4631 15.0
4631 4677 18.0
4677 4631 18.0
4632 4633 4.0
4633 4632 4.0
4632 4678 18.0
4678 4632 18.0
4633 4634 4.0
4634 4633 4.0
901 4738 39.0
4738 901 39.0
901 4634 14.0
4634 901 14.0
4635 4636 2.0
4636 4635 2.0
4635 4689 37.0
4689 4635 37.0
2139 4637 2.0
4637 2139 2.0
2139 4636 7.0
4636 2139 7.0
4637 4638 19.0
4638 4637 19.0
4637 4690 22.0
4690 4637 22.0
4638 4691 22.0
4691 4638 22.0
2199 4693 22.0
4693 2199 22.0
2199 4638 21.0
4638 2199 21.0
1149 4639 7.0
4639 1149 7.0
1149 4767 40.0
4767 1149 40.0
1149 4616 16.0
4616 1149 16.0
4639 4640 23.0
4640 4639 23.0
4639 4729 32.0
4729 4639 32.0
4640 4651 13.0
4651 4640 13.0
4641 4775 39.0
4775 4641 39.0
4641 4695 31.0
4695 4641 31.0
2399 4641 8.0
4641 2399 8.0
4642 4643 8.0
4643 4642 8.0
4642 4668 5.0
4668 4642 5.0
4643 4644 33.0
4644 4643 33.0
4643 4698 17.0
4698 4643 17.0
507 4656 21.0
4656 507 21.0
507 4644 20.0
4644 507 20.0
4645 4646 19.0
4646 4645 19.0
4646 4647 13.0
4647 4646 13.0
4646 4706 17.0
4706 4646 17.0
4647 4648 2.0
4648 4647 2.0
4648 4649 1.0
4649 4648 1.0
4648 4707 17.0
4707 4648 17.0
4649 4708 17.0
4708 4649 17.0
250 4650 12.0
4650 250 12.0
250 4659 2.0
4659 250 2.0
250 4649 27.0
4649 250 27.0
250 4624 12.0
4624 250 12.0
4650 4660 2.0
4660 4650 2.0
4651 4652 14.0
4652 4651 14.0
4652 4653 26.0
4653 4652 26.0
4652 4730 28.0
4730 4652 28.0
4653 4710 22.0
4710 4653 22.0
1299 4654 9.0
4654 1299 9.0
1299 4711 22.0
4711 1299 22.0
1299 4653 11.0
4653 1299 11.0
1299 4599 17.0
4599 1299 17.0
4654 4655 3.0
4655 4654 3.0
4654 4712 22.0
4712 4654 22.0
4655 4713 22.0
4713 4655 22.0
4656 4657 3.0
4657 4656 3.0
573 604 21.0
604 573 21.0
573 4657 18.0
4657 573 18.0
604 4658 51.0
4658 604 51.0
604 4593 30.0
4593 604 30.0
4658 4670 7.0
4670 4658 7.0
4659 4660 12.0
4660 4659 12.0
4659 4748 30.0
4748 4659 30.0
4660 4661 27.0
4661 4660 27.0
4660 4749 30.0
4749 4660 30.0
4661 4662 8.0
4662 4661 8.0
4662 4751 30.0
4751 4662 30.0
303 4752 30.0
4752 303 30.0
303 4662 3.0
4662 303 3.0
303 4582 39.0
4582 303 39.0
4663 4664 1.0
4664 4663 1.0
4663 4669 4.0
4669 4663 4.0
4664 4665 29.0
4665 4664 29.0
4664 4682 6.0
4682 4664 6.0
4665 4666 39.0
4666 4665 39.0
4666 4688 7.0
4688 4666 7.0
1752 4667 48.0
4667 1752 48.0
1752 4666 12.0
4666 1752 12.0
1752 4604 41.0
4604 1752 41.0
4667 4758 32.0
4758 4667 32.0
379 4668 40.0
4668 379 40.0
379 4697 12.0
4697 379 12.0
379 4696 14.0
4696 379 14.0
379 4587 40.0
4587 379 40.0
1512 4669 60.0
4669 1512 60.0
1512 4680 2.0
4680 1512 2.0
1512 4679 4.0
4679 1512 4.0
4670 4671 7.0
4671 4670 7.0
4670 4726 24.0
4726 4670 24.0
4671 4672 4.0
4672 4671 4.0
4671 4726 17.0
4726 4671 17.0
4672 4673 17.0
4673 4672 17.0
4672 4727 17.0
4727 4672 17.0
4673 4674 43.0
4674 4673 43.0
4674 4675 8.0
4675 4674 8.0
4674 4728 17.0
4728 4674 17.0
4675 4676 18.0
4676 4675 18.0
4675 4734 21.0
4734 4675 21.0
838 4677 4.0
4677 838 4.0
838 4736 21.0
4736 838 21.0
838 4676 3.0
4676 838 3.0
838 4630 18.0
4630 838 18.0
4677 4678 15.0
4678 4677 15.0
4677 4737 21.0
4737 4677 21.0
4679 4680 2.0
4680 4679 2.0
4679 4683 1.0
4683 4679 1.0
4680 4681 57.0
4681 4680 57.0
4680 4684 1.0
4684 4680 1.0
4681 4685 1.0
4685 4681 1.0
1602 4682 1.0
4682 1602 1.0
1602 4686 1.0
4686 1602 1.0
1602 4681 3.0
4681 1602 3.0
1602 4669 2.0
4669 1602 2.0
4682 4687 1.0
4687 4682 1.0
4683 4684 2.0
4684 4683 2.0
4683 4725 14.0
4725 4683 14.0
4684 4685 57.0
4685 4684 57.0
4685 4686 3.0
4686 4685 3.0
4686 4687 1.0
4687 4686 1.0
1660 4688 39.0
4688 1660 39.0
1660 4687 29.0
4687 1660 29.0
1660 4665 7.0
4665 1660 7.0
4689 4690 22.0
4690 4689 22.0
4689 4709 3.0
4709 4689 3.0
4690 4691 19.0
4691 4690 19.0
4690 4741 16.0
4741 4690 16.0
4691 4692 9.0
4692 4691 9.0
4692 4693 12.0
4693 4692 12.0
4692 4756 17.0
4756 4692 17.0
4693 4694 18.0
4694 4693 18.0
4694 4773 22.0
4773 4694 22.0
2294 4695 39.0
4695 2294 39.0
2294 4774 22.0
4774 2294 22.0
2294 4694 32.0
4694 2294 32.0
4696 4697 2.0
4697 4696 2.0
4697 4801 29.0
4801 4697 29.0
428 4698 8.0
4698 428 8.0
428 4802 29.0
4802 428 29.0
428 4697 40.0
4697 428 40.0
428 4668 12.0
4668 428 12.0
4699 4700 32.0
4700 4699 32.0
4700 4701 7.0
4701 4700 7.0
4700 4715 6.0
4715 4700 6.0
4701 4702 13.0
4702 4701 13.0
4701 4716 6.0
4716 4701 6.0
4702 4703 22.0
4703 4702 22.0
4702 4717 6.0
4717 4702 6.0
4703 4704 6.0
4704 4703 6.0
4704 4705 17.0
4705 4704 17.0
4704 4718 6.0
4718 4704 6.0
4705 4743 15.0
4743 4705 15.0
209 4706 19.0
4706 209 19.0
209 4744 15.0
4744 209 15.0
209 4705 4.0
4705 209 4.0
209 4645 17.0
4645 209 17.0
4706 4707 15.0
4707 4706 15.0
4706 4745 15.0
4745 4706 15.0
4707 4708 1.0
4708 4707 1.0
4707 4746 15.0
4746 4707 15.0
4708 4747 15.0
4747 4708 15.0
1989 4709 60.0
4709 1989 60.0
1989 4739 13.0
4739 1989 13.0
537 4656 19.0
4656 537 19.0
4710 4711 11.0
4711 4710 11.0
4710 4719 1.0
4719 4710 1.0
4711 4712 9.0
4712 4711 9.0
4711 4720 1.0
4720 4711 1.0
4712 4713 3.0
4713 4712 3.0
4712 4721 1.0
4721 4712 1.0
1351 4714 32.0
4714 1351 32.0
1351 4722 1.0
4722 1351 1.0
1351 4713 18.0
4713 1351 18.0
1351 4602 39.0
4602 1351 39.0
4714 4724 1.0
4724 4714 1.0
139 4715 32.0
4715 139 32.0
139 4760 13.0
4760 139 13.0
139 4699 6.0
4699 139 6.0
4715 4716 7.0
4716 4715 7.0
4715 4761 13.0
4761 4715 13.0
4716 4717 13.0
4717 4716 13.0
4716 4762 13.0
4762 4716 13.0
4717 4718 28.0
4718 4717 28.0
4717 4763 13.0
4763 4717 13.0
4718 4742 9.0
4742 4718 9.0
4719 4720 11.0
4720 4719 11.0
4719 4731 5.0
4731 4719 5.0
4720 4721 9.0
4721 4720 9.0
4720 4781 17.0
4781 4720 17.0
4721 4722 21.0
4722 4721 21.0
4721 4782 17.0
4782 4721 17.0
4722 4723 9.0
4723 4722 9.0
4722 4794 18.0
4794 4722 18.0
4723 4724 23.0
4724 4723 23.0
4723 4804 23.0
4804 4723 23.0
1415 4725 50.0
4725 1415 50.0
1415 4805 23.0
4805 1415 23.0
1415 4724 8.0
4724 1415 8.0
1415 4603 40.0
4603 1415 40.0
2989 4825 32.0
4825 2989 32.0
4726 4727 4.0
4727 4726 4.0
4726 4769 12.0
4769 4726 12.0
726 4728 43.0
4728 726 43.0
726 4732 4.0
4732 726 4.0
726 4727 17.0
4727 726 17.0
726 4673 17.0
4673 726 17.0
4728 4733 4.0
4733 4728 4.0
2659 4901 52.0
4901 2659 52.0
2659 4757 69.0
4757 2659 69.0
4729 4768 8.0
4768 4729 8.0
1217 4730 14.0
4730 1217 14.0
1217 4778 12.0
4778 1217 12.0
1217 4729 32.0
4729 1217 32.0
1217 4651 28.0
4651 1217 28.0
4730 4731 26.0
4731 4730 26.0
4730 4779 12.0
4779 4730 12.0
4732 4733 43.0
4733 4732 43.0
4732 4770 8.0
4770 4732 8.0
4733 4734 8.0
4734 4733 8.0
4733 4771 8.0
4771 4733 8.0
4734 4735 9.0
4735 4734 9.0
4735 4736 12.0
4736 4735 12.0
4735 4772 8.0
4772 4735 8.0
4736 4737 4.0
4737 4736 4.0
862 4738 22.0
4738 862 22.0
862 4819 22.0
4819 862 22.0
862 4737 15.0
4737 862 15.0
862 4678 21.0
4678 862 21.0
4738 4820 22.0
4820 4738 22.0
4739 4740 28.0
4740 4739 28.0
4739 4872 39.0
4872 4739 39.0
2092 4741 22.0
4741 2092 22.0
2092 4753 1.0
4753 2092 1.0
2092 4740 32.0
4740 2092 32.0
2092 4709 13.0
4709 2092 13.0
4741 4755 1.0
4755 4741 1.0
4742 4743 17.0
4743 4742 17.0
4743 4744 4.0
4744 4743 4.0
4743 4765 4.0
4765 4743 4.0
4744 4745 19.0
4745 4744 19.0
4744 4766 4.0
4766 4744 4.0
4745 4746 15.0
4746 4745 15.0
4745 4784 9.0
4784 4745 9.0
4746 4747 1.0
4747 4746 1.0
4746 4785 9.0
4785 4746 9.0
4747 4748 27.0
4748 4747 27.0
4747 4786 9.0
4786 4747 9.0
4748 4749 12.0
4749 4748 12.0
4748 4788 9.0
4788 4748 9.0
4749 4750 6.0
4750 4749 6.0
4749 4789 9.0
4789 4749 9.0
290 4751 8.0
4751 290 8.0
290 4790 9.0
4790 290 9.0
290 4750 21.0
4750 290 21.0
290 4661 30.0
4661 290 30.0
4751 4752 3.0
4752 4751 3.0
4751 4797 13.0
4797 4751 13.0
4752 4798 13.0
4798 4752 13.0
4753 4754 8.0
4754 4753 8.0
4753 4873 38.0
4873 4753 38.0
4754 4755 14.0
4755 4754 14.0
2165 4756 9.0
4756 2165 9.0
2165 2182 30.0
2182 2165 30.0
2165 4755 19.0
4755 2165 19.0
2165 4691 17.0
4691 2165 17.0
2530 4757 19.0
4757 2530 19.0
2530 2555 40.0
2555 2530 40.0
4758 4759 4.0
4759 4758 4.0
1852 4759 7.0
4759 1852 7.0
4760 4761 32.0
4761 4760 32.0
4760 4845 29.0
4845 4760 29.0
4761 4762 7.0
4762 4761 7.0
4761 4846 29.0
4846 4761 29.0
4762 4763 13.0
4763 4762 13.0
4763 4764 7.0
4764 4763 7.0
4763 4848 29.0
4848 4763 29.0
4764 4826 22.0
4826 4764 22.0
193 4765 17.0
4765 193 17.0
193 4827 22.0
4827 193 22.0
193 4764 21.0
4764 193 21.0
193 4742 4.0
4742 193 4.0
4765 4766 4.0
4766 4765 4.0
4765 4828 22.0
4828 4765 22.0
4766 4783 5.0
4783 4766 5.0
1127 4767 12.0
4767 1127 12.0
1127 4776 16.0
4776 1127 16.0
4767 4768 7.0
4768 4767 7.0
4767 4776 4.0
4776 4767 4.0
4768 4777 4.0
4777 4768 4.0
4769 4770 21.0
4770 4769 21.0
4769 4813 14.0
4813 4769 14.0
4770 4771 43.0
4771 4770 43.0
4770 4814 14.0
4814 4770 14.0
796 4772 9.0
4772 796 9.0
796 4816 14.0
4816 796 14.0
796 4771 8.0
4771 796 8.0
796 4734 8.0
4734 796 8.0
4772 4817 14.0
4817 4772 14.0
4773 4774 32.0
4774 4773 32.0
4774 4795 7.0
4795 4774 7.0
2364 4775 14.0
4775 2364 14.0
2364 4863 31.0
4863 2364 31.0
2364 4774 39.0
4774 2364 39.0
2364 4695 22.0
4695 2364 22.0
4775 4864 31.0
4864 4775 31.0
4776 4777 7.0
4777 4776 7.0
4777 4778 32.0
4778 4777 32.0
4778 4779 14.0
4779 4778 14.0
4779 4780 14.0
4780 4779 14.0
4780 4791 1.0
4791 4780 1.0
1281 4781 11.0
4781 1281 11.0
1281 4792 1.0
4792 1281 1.0
1281 4780 12.0
4780 1281 12.0
1281 4731 12.0
4731 1281 12.0
4781 4782 9.0
4782 4781 9.0
4781 4793 1.0
4793 4781 1.0
4783 4784 19.0
4784 4783 19.0
4783 4829 17.0
4829 4783 17.0
4784 4785 15.0
4785 4784 15.0
4785 4786 1.0
4786 4785 1.0
4785 4830 17.0
4830 4785 17.0
4786 4787 13.0
4787 4786 13.0
4786 4831 17.0
4831 4786 17.0
4787 4788 14.0
4788 4787 14.0
4787 4832 17.0
4832 4787 17.0
4788 4789 12.0
4789 4788 12.0
4788 4833 17.0
4833 4788 17.0
269 4790 21.0
4790 269 21.0
269 4910 42.0
4910 269 42.0
269 4789 6.0
