N 1024
M 10240
R 150
# u v length
286 30 107.0
30 158 105.0
158 30 105.0
30 94 107.0
94 30 107.0
30 62 107.0
62 30 107.0
30 32 102.0
32 30 102.0
31 543 110.0
543 31 110.0
31 287 109.0
287 31 109.0
31 159 109.0
159 31 109.0
31 95 105.0
95 31 105.0
31 63 101.0
63 31 101.0
31 32 104.0
32 31 104.0
32 544 110.0
544 32 110.0
32 288 102.0
288 32 102.0
32 160 104.0
160 32 104.0
32 96 103.0
96 32 103.0
32 64 105.0
64 32 105.0
33 545 109.0
545 33 109.0
33 289 104.0
289 33 104.0
33 161 105.0
161 33 105.0
33 97 108.0
97 33 108.0
33 49 104.0
49 33 104.0
33 41 102.0
41 33 102.0
33 37 110.0
37 33 110.0
33 35 101.0
35 33 101.0
33 34 106.0
34 33 106.0
34 546 106.0
546 34 106.0
34 290 100.0
290 34 100.0
34 162 100.0
162 34 100.0
34 98 108.0
98 34 108.0
34 50 108.0
50 34 108.0
34 42 103.0
42 34 103.0
34 38 104.0
38 34 104.0
34 36 107.0
36 34 107.0
35 547 107.0
547 35 107.0
35 291 102.0
291 35 102.0
35 163 109.0
163 35 109.0
35 99 107.0
99 35 107.0
35 51 109.0
51 35 109.0
35 43 101.0
43 35 101.0
35 39 100.0
39 35 100.0
35 36 108.0
36 35 108.0
36 548 106.0
548 36 106.0
36 292 102.0
292 36 102.0
36 164 102.0
164 36 102.0
36 100 100.0
100 36 100.0
36 52 104.0
52 36 104.0
36 44 110.0
44 36 110.0
36 40 110.0
40 36 110.0
37 549 104.0
549 37 104.0
37 293 102.0
293 37 102.0
37 165 107.0
165 37 107.0
37 101 103.0
101 37 103.0
37 53 108.0
53 37 108.0
37 45 108.0
45 37 108.0
37 39 104.0
39 37 104.0
37 38 103.0
38 37 103.0
38 550 102.0
550 38 102.0
38 294 100.0
294 38 100.0
38 166 102.0
166 38 102.0
38 102 110.0
102 38 110.0
38 54 102.0
54 38 102.0
38 46 109.0
46 38 109.0
38 40 101.0
40 38 101.0
39 551 104.0
551 39 104.0
39 295 106.0
295 39 106.0
39 167 101.0
167 39 101.0
39 103 109.0
103 39 109.0
39 55 101.0
55 39 101.0
39 47 110.0
47 39 110.0
39 40 102.0
40 39 102.0
40 552 102.0
552 40 102.0
40 296 101.0
296 40 101.0
40 168 102.0
168 40 102.0
40 104 106.0
104 40 106.0
40 56 107.0
56 40 107.0
40 48 108.0
48 40 108.0
41 553 107.0
553 41 107.0
41 297 108.0
297 41 108.0
41 169 107.0
169 41 107.0
41 105 106.0
105 41 106.0
41 57 100.0
57 41 100.0
41 45 106.0
45 41 106.0
41 43 102.0
43 41 102.0
41 42 103.0
42 41 103.0
42 554 107.0
554 42 107.0
42 298 101.0
298 42 101.0
42 170 108.0
170 42 108.0
42 106 105.0
106 42 105.0
42 58 106.0
58 42 106.0
42 46 106.0
46 42 106.0
42 44 103.0
44 42 103.0
43 555 107.0
555 43 107.0
43 299 101.0
299 43 101.0
43 171 101.0
171 43 101.0
43 107 105.0
107 43 105.0
43 59 109.0
59 43 109.0
43 47 108.0
47 43 108.0
43 44 106.0
44 43 106.0
44 556 108.0
556 44 108.0
44 300 103.0
300 44 103.0
44 172 101.0
172 44 101.0
44 108 105.0
108 44 105.0
44 60 103.0
60 44 103.0
44 48 106.0
48 44 106.0
45 557 105.0
557 45 105.0
45 301 104.0
301 45 104.0
45 173 102.0
173 45 102.0
45 109 104.0
109 45 104.0
45 61 104.0
61 45 104.0
45 47 104.0
47 45 104.0
45 46 105.0
46 45 105.0
46 558 104.0
558 46 104.0
46 302 103.0
302 46 103.0
46 174 100.0
174 46 100.0
46 110 104.0
110 46 104.0
46 62 102.0
62 46 102.0
46 48 107.0
48 46 107.0
47 559 107.0
559 47 107.0
47 303 105.0
303 47 105.0
47 175 108.0
175 47 108.0
47 111 107.0
111 47 107.0
47 63 110.0
63 47 110.0
47 48 105.0
48 47 105.0
48 560 110.0
560 48 110.0
48 304 103.0
304 48 103.0
48 176 105.0
176 48 105.0
48 112 105.0
112 48 105.0
48 64 107.0
64 48 107.0
49 561 104.0
561 49 104.0
49 305 106.0
305 49 106.0
49 177 110.0
177 49 110.0
49 113 101.0
113 49 101.0
49 57 107.0
57 49 107.0
49 53 103.0
53 49 103.0
49 51 105.0
51 49 105.0
49 50 105.0
50 49 105.0
50 562 109.0
562 50 109.0
50 306 100.0
306 50 100.0
50 178 103.0
178 50 103.0
50 114 107.0
114 50 107.0
50 58 106.0
58 50 106.0
50 54 110.0
54 50 110.0
50 52 102.0
52 50 102.0
51 563 110.0
563 51 110.0
51 307 102.0
307 51 102.0
51 179 109.0
179 51 109.0
51 115 107.0
115 51 107.0
51 59 105.0
59 51 105.0
51 55 108.0
55 51 108.0
51 52 100.0
52 51 100.0
52 564 101.0
564 52 101.0
52 308 107.0
308 52 107.0
52 180 107.0
180 52 107.0
52 116 104.0
116 52 104.0
52 60 106.0
60 52 106.0
52 56 108.0
56 52 108.0
53 565 110.0
565 53 110.0
53 309 107.0
309 53 107.0
53 181 103.0
181 53 103.0
53 117 108.0
117 53 108.0
53 61 101.0
61 53 101.0
53 55 100.0
55 53 100.0
53 54 105.0
54 53 105.0
54 566 100.0
566 54 100.0
54 310 101.0
310 54 101.0
54 182 109.0
182 54 109.0
54 118 108.0
118 54 108.0
54 62 108.0
62 54 108.0
54 56 104.0
56 54 104.0
55 567 100.0
567 55 100.0
55 311 106.0
311 55 106.0
55 183 105.0
183 55 105.0
55 119 100.0
119 55 100.0
55 63 105.0
63 55 105.0
55 56 104.0
56 55 104.0
56 568 102.0
568 56 102.0
56 312 104.0
312 56 104.0
56 184 106.0
184 56 106.0
56 120 107.0
120 56 107.0
56 64 107.0
64 56 107.0
57 569 105.0
569 57 105.0
57 313 103.0
313 57 103.0
57 185 108.0
185 57 108.0
57 121 104.0
121 57 104.0
57 61 107.0
61 57 107.0
57 59 103.0
59 57 103.0
57 58 100.0
58 57 100.0
58 570 101.0
570 58 101.0
58 314 105.0
314 58 105.0
58 186 108.0
186 58 108.0
58 122 102.0
122 58 102.0
58 62 100.0
62 58 100.0
58 60 100.0
60 58 100.0
59 571 101.0
571 59 101.0
59 315 107.0
315 59 107.0
59 187 103.0
187 59 103.0
59 123 100.0
123 59 100.0
59 63 105.0
63 59 105.0
59 60 105.0
60 59 105.0
60 572 105.0
572 60 105.0
60 316 104.0
316 60 104.0
60 188 101.0
188 60 101.0
60 124 103.0
124 60 103.0
60 64 109.0
64 60 109.0
61 573 107.0
573 61 107.0
61 317 106.0
317 61 106.0
61 189 107.0
189 61 107.0
61 125 103.0
125 61 103.0
61 63 100.0
63 61 100.0
61 62 110.0
62 61 110.0
62 574 105.0
574 62 105.0
62 318 100.0
318 62 100.0
62 190 109.0
190 62 109.0
62 126 100.0
126 62 100.0
62 64 104.0
64 62 104.0
63 575 105.0
575 63 105.0
63 319 106.0
319 63 106.0
63 191 108.0
191 63 108.0
63 127 107.0
127 63 107.0
63 64 105.0
64 63 105.0
64 576 100.0
576 64 100.0
64 320 101.0
320 64 101.0
64 192 110.0
192 64 110.0
64 128 102.0
128 64 102.0
65 577 103.0
577 65 103.0
65 321 106.0
321 65 106.0
65 193 106.0
193 65 106.0
65 97 101.0
97 65 101.0
65 81 106.0
81 65 106.0
65 73 110.0
73 65 110.0
65 69 103.0
69 65 103.0
65 67 109.0
67 65 109.0
65 66 110.0
66 65 110.0
66 578 102.0
578 66 102.0
66 322 102.0
322 66 102.0
66 194 104.0
194 66 104.0
66 98 108.0
98 66 108.0
66 82 109.0
82 66 109.0
66 74 102.0
74 66 102.0
66 70 108.0
70 66 108.0
66 68 107.0
68 66 107.0
67 579 104.0
579 67 104.0
67 323 102.0
323 67 102.0
67 195 107.0
195 67 107.0
67 99 101.0
99 67 101.0
67 83 102.0
83 67 102.0
67 75 101.0
75 67 101.0
67 71 106.0
71 67 106.0
67 68 100.0
68 67 100.0
68 580 101.0
580 68 101.0
68 324 106.0
324 68 106.0
68 196 104.0
196 68 104.0
68 100 100.0
100 68 100.0
68 84 107.0
84 68 107.0
68 76 104.0
76 68 104.0
68 72 109.0
72 68 109.0
69 581 101.0
581 69 101.0
69 325 110.0
325 69 110.0
69 197 100.0
197 69 100.0
69 101 100.0
101 69 100.0
69 85 105.0
85 69 105.0
69 77 108.0
77 69 108.0
69 71 110.0
71 69 110.0
69 70 102.0
70 69 102.0
70 582 103.0
582 70 103.0
70 326 108.0
326 70 108.0
70 198 105.0
198 70 105.0
70 102 108.0
102 70 108.0
70 86 107.0
86 70 107.0
70 78 107.0
78 70 107.0
70 72 108.0
72 70 108.0
71 583 100.0
583 71 100.0
71 327 102.0
327 71 102.0
71 199 102.0
199 71 102.0
71 103 106.0
103 71 106.0
71 87 107.0
87 71 107.0
71 79 106.0
79 71 106.0
71 72 104.0
72 71 104.0
72 584 102.0
584 72 102.0
72 328 102.0
328 72 102.0
72 200 107.0
200 72 107.0
72 104 101.0
104 72 101.0
72 88 108.0
88 72 108.0
72 80 101.0
80 72 101.0
73 585 100.0
585 73 100.0
73 329 107.0
329 73 107.0
73 201 101.0
201 73 101.0
73 105 110.0
105 73 110.0
73 89 105.0
89 73 105.0
73 77 106.0
77 73 106.0
73 75 110.0
75 73 110.0
73 74 100.0
74 73 100.0
74 586 106.0
586 74 106.0
74 330 107.0
330 74 107.0
74 202 105.0
202 74 105.0
74 106 100.0
106 74 100.0
74 90 104.0
90 74 104.0
74 78 105.0
78 74 105.0
74 76 108.0
76 74 108.0
75 587 100.0
587 75 100.0
75 331 104.0
331 75 104.0
75 203 110.0
203 75 110.0
75 107 105.0
107 75 105.0
75 91 103.0
91 75 103.0
75 79 104.0
79 75 104.0
75 76 108.0
76 75 108.0
76 588 102.0
588 76 102.0
76 332 101.0
332 76 101.0
76 204 104.0
204 76 104.0
76 108 110.0
108 76 110.0
76 92 110.0
92 76 110.0
76 80 102.0
80 76 102.0
77 589 100.0
589 77 100.0
77 333 101.0
333 77 101.0
77 205 105.0
205 77 105.0
77 109 101.0
109 77 101.0
77 93 105.0
93 77 105.0
77 79 101.0
79 77 101.0
77 78 109.0
78 77 109.0
78 590 104.0
590 78 104.0
78 334 104.0
334 78 104.0
78 206 103.0
206 78 103.0
78 110 107.0
110 78 107.0
78 94 106.0
94 78 106.0
78 80 109.0
80 78 109.0
79 591 108.0
591 79 108.0
79 335 109.0
335 79 109.0
79 207 107.0
207 79 107.0
79 111 104.0
111 79 104.0
79 95 110.0
95 79 110.0
79 80 106.0
80 79 106.0
80 592 103.0
592 80 103.0
80 336 105.0
336 80 105.0
80 208 105.0
208 80 105.0
80 112 104.0
112 80 104.0
80 96 102.0
96 80 102.0
81 593 100.0
593 81 100.0
81 337 104.0
337 81 104.0
81 209 105.0
209 81 105.0
81 113 103.0
113 81 103.0
81 89 101.0
89 81 101.0
81 85 102.0
85 81 102.0
81 83 108.0
83 81 108.0
81 82 105.0
82 81 105.0
82 594 107.0
594 82 107.0
82 338 109.0
338 82 109.0
82 210 102.0
210 82 102.0
82 114 107.0
114 82 107.0
82 90 102.0
90 82 102.0
82 86 104.0
86 82 104.0
82 84 100.0
84 82 100.0
83 595 105.0
595 83 105.0
83 339 102.0
339 83 102.0
83 211 108.0
211 83 108.0
83 115 105.0
115 83 105.0
83 91 100.0
91 83 100.0
83 87 102.0
87 83 102.0
83 84 107.0
84 83 107.0
84 596 104.0
596 84 104.0
84 340 102.0
340 84 102.0
84 212 110.0
212 84 110.0
84 116 101.0
116 84 101.0
84 92 108.0
92 84 108.0
84 88 110.0
88 84 110.0
85 597 101.0
597 85 101.0
85 341 106.0
341 85 106.0
85 213 100.0
213 85 100.0
85 117 103.0
117 85 103.0
85 93 103.0
93 85 103.0
85 87 105.0
87 85 105.0
85 86 109.0
86 85 109.0
86 598 109.0
598 86 109.0
86 342 107.0
342 86 107.0
86 214 103.0
214 86 103.0
86 118 108.0
118 86 108.0
86 94 106.0
94 86 106.0
86 88 100.0
88 86 100.0
87 599 100.0
599 87 100.0
87 343 101.0
343 87 101.0
87 215 108.0
215 87 108.0
87 119 100.0
119 87 100.0
87 95 105.0
95 87 105.0
87 88 110.0
88 87 110.0
88 600 102.0
600 88 102.0
88 344 102.0
344 88 102.0
88 216 100.0
216 88 100.0
88 120 107.0
120 88 107.0
88 96 107.0
96 88 107.0
89 601 105.0
601 89 105.0
89 345 102.0
345 89 102.0
89 217 107.0
217 89 107.0
89 121 104.0
121 89 104.0
89 93 102.0
93 89 102.0
89 91 102.0
91 89 102.0
89 90 104.0
90 89 104.0
90 602 105.0
602 90 105.0
90 346 109.0
346 90 109.0
90 218 110.0
218 90 110.0
90 122 104.0
122 90 104.0
90 94 100.0
94 90 100.0
90 92 105.0
92 90 105.0
91 603 100.0
603 91 100.0
91 347 108.0
347 91 108.0
91 219 106.0
219 91 106.0
91 123 109.0
123 91 109.0
91 95 103.0
95 91 103.0
91 92 102.0
92 91 102.0
92 604 105.0
604 92 105.0
92 348 104.0
348 92 104.0
92 220 104.0
220 92 104.0
92 124 110.0
124 92 110.0
92 96 110.0
96 92 110.0
93 605 109.0
605 93 109.0
93 349 109.0
349 93 109.0
93 221 103.0
221 93 103.0
93 125 101.0
125 93 101.0
93 95 110.0
95 93 110.0
93 94 107.0
94 93 107.0
94 606 105.0
606 94 105.0
94 350 110.0
350 94 110.0
94 222 107.0
222 94 107.0
94 126 108.0
126 94 108.0
94 96 105.0
96 94 105.0
95 607 106.0
607 95 106.0
95 351 101.0
351 95 101.0
95 223 110.0
223 95 110.0
95 127 109.0
127 95 109.0
95 96 101.0
96 95 101.0
96 608 100.0
608 96 100.0
96 352 103.0
352 96 103.0
96 224 101.0
224 96 101.0
96 128 101.0
128 96 101.0
97 609 105.0
609 97 105.0
97 353 100.0
353 97 100.0
97 225 106.0
225 97 106.0
97 113 109.0
113 97 109.0
97 105 105.0
105 97 105.0
97 101 107.0
101 97 107.0
97 99 108.0
99 97 108.0
97 98 107.0
98 97 107.0
98 610 100.0
610 98 100.0
98 354 102.0
354 98 102.0
98 226 107.0
226 98 107.0
98 114 103.0
114 98 103.0
98 106 100.0
106 98 100.0
98 102 101.0
102 98 101.0
98 100 110.0
100 98 110.0
99 611 102.0
611 99 102.0
99 355 104.0
355 99 104.0
99 227 106.0
227 99 106.0
99 115 101.0
115 99 101.0
99 107 100.0
107 99 100.0
99 103 107.0
103 99 107.0
99 100 108.0
100 99 108.0
100 612 107.0
612 100 107.0
100 356 100.0
356 100 100.0
100 228 106.0
228 100 106.0
100 116 110.0
116 100 110.0
100 108 110.0
108 100 110.0
100 104 104.0
104 100 104.0
101 613 105.0
613 101 105.0
101 357 109.0
357 101 109.0
101 229 110.0
229 101 110.0
101 117 106.0
117 101 106.0
101 109 107.0
109 101 107.0
101 103 105.0
103 101 105.0
101 102 105.0
102 101 105.0
102 614 101.0
614 102 101.0
102 358 110.0
358 102 110.0
102 230 106.0
230 102 106.0
102 118 103.0
118 102 103.0
102 110 105.0
110 102 105.0
102 104 107.0
104 102 107.0
103 615 107.0
615 103 107.0
103 359 101.0
359 103 101.0
103 231 106.0
231 103 106.0
103 119 106.0
119 103 106.0
103 111 107.0
111 103 107.0
103 104 105.0
104 103 105.0
104 616 106.0
616 104 106.0
104 360 106.0
360 104 106.0
104 232 104.0
232 104 104.0
104 120 101.0
120 104 101.0
104 112 105.0
112 104 105.0
105 617 108.0
617 105 108.0
105 361 100.0
361 105 100.0
105 233 100.0
233 105 100.0
105 121 105.0
121 105 105.0
105 109 103.0
109 105 103.0
105 107 100.0
107 105 100.0
105 106 102.0
106 105 102.0
106 618 101.0
618 106 101.0
106 362 104.0
362 106 104.0
106 234 106.0
234 106 106.0
106 122 106.0
122 106 106.0
106 110 106.0
110 106 106.0
106 108 110.0
108 106 110.0
107 619 108.0
619 107 108.0
107 363 105.0
363 107 105.0
107 235 105.0
235 107 105.0
107 123 107.0
123 107 107.0
107 111 107.0
111 107 107.0
107 108 104.0
108 107 104.0
108 620 105.0
620 108 105.0
108 364 105.0
364 108 105.0
108 236 107.0
236 108 107.0
108 124 105.0
124 108 105.0
108 112 103.0
112 108 103.0
109 621 106.0
621 109 106.0
109 365 103.0
365 109 103.0
109 237 107.0
237 109 107.0
109 125 105.0
125 109 105.0
109 111 110.0
111 109 110.0
109 110 102.0
110 109 102.0
110 622 104.0
622 110 104.0
110 366 106.0
366 110 106.0
110 238 108.0
238 110 108.0
110 126 110.0
126 110 110.0
110 112 107.0
112 110 107.0
111 623 109.0
623 111 109.0
111 367 105.0
367 111 105.0
111 239 102.0
239 111 102.0
111 127 101.0
127 111 101.0
111 112 109.0
112 111 109.0
112 624 102.0
624 112 102.0
112 368 107.0
368 112 107.0
112 240 100.0
240 112 100.0
112 128 110.0
128 112 110.0
113 625 103.0
625 113 103.0
113 369 109.0
369 113 109.0
113 241 103.0
241 113 103.0
113 121 110.0
121 113 110.0
113 117 105.0
117 113 105.0
113 115 101.0
115 113 101.0
113 114 104.0
114 113 104.0
114 626 107.0
626 114 107.0
114 370 104.0
370 114 104.0
114 242 101.0
242 114 101.0
114 122 108.0
122 114 108.0
114 118 101.0
118 114 101.0
114 116 104.0
116 114 104.0
115 627 103.0
627 115 103.0
115 371 103.0
371 115 103.0
115 243 108.0
243 115 108.0
115 123 103.0
123 115 103.0
115 119 103.0
119 115 103.0
115 116 100.0
116 115 100.0
116 628 106.0
628 116 106.0
116 372 105.0
372 116 105.0
116 244 102.0
244 116 102.0
116 124 101.0
124 116 101.0
116 120 110.0
120 116 110.0
117 629 109.0
629 117 109.0
117 373 105.0
373 117 105.0
117 245 104.0
245 117 104.0
117 125 108.0
125 117 108.0
117 119 101.0
119 117 101.0
117 118 101.0
118 117 101.0
118 630 100.0
630 118 100.0
118 374 101.0
374 118 101.0
118 246 105.0
246 118 105.0
118 126 104.0
126 118 104.0
118 120 109.0
120 118 109.0
119 631 104.0
631 119 104.0
119 375 104.0
375 119 104.0
119 247 107.0
247 119 107.0
119 127 103.0
127 119 103.0
119 120 100.0
120 119 100.0
120 632 108.0
632 120 108.0
120 376 109.0
376 120 109.0
120 248 110.0
248 120 110.0
120 128 109.0
128 120 109.0
121 633 108.0
633 121 108.0
121 377 101.0
377 121 101.0
121 249 106.0
249 121 106.0
121 125 100.0
125 121 100.0
121 123 108.0
123 121 108.0
121 122 105.0
122 121 105.0
122 634 109.0
634 122 109.0
122 378 103.0
378 122 103.0
122 250 109.0
250 122 109.0
122 126 106.0
126 122 106.0
122 124 104.0
124 122 104.0
123 635 108.0
635 123 108.0
123 379 105.0
379 123 105.0
123 251 110.0
251 123 110.0
123 127 104.0
127 123 104.0
123 124 106.0
124 123 106.0
124 636 108.0
636 124 108.0
124 380 109.0
380 124 109.0
124 252 103.0
252 124 103.0
124 128 102.0
128 124 102.0
125 637 108.0
637 125 108.0
125 381 107.0
381 125 107.0
125 253 109.0
253 125 109.0
125 127 100.0
127 125 100.0
125 126 107.0
126 125 107.0
126 638 109.0
638 126 109.0
126 382 103.0
382 126 103.0
126 254 100.0
254 126 100.0
126 128 101.0
128 126 101.0
127 639 104.0
639 127 104.0
127 383 101.0
383 127 101.0
127 255 107.0
255 127 107.0
127 128 106.0
128 127 106.0
128 640 108.0
640 128 108.0
128 384 109.0
384 128 109.0
128 256 108.0
256 128 108.0
129 641 106.0
641 129 106.0
129 385 109.0
385 129 109.0
129 193 109.0
193 129 109.0
129 161 105.0
161 129 105.0
129 145 101.0
145 129 101.0
129 137 104.0
137 129 104.0
129 133 104.0
133 129 104.0
129 131 107.0
131 129 107.0
129 130 101.0
130 129 101.0
130 642 100.0
642 130 100.0
130 386 101.0
386 130 101.0
130 194 105.0
194 130 105.0
130 162 107.0
162 130 107.0
130 146 102.0
146 130 102.0
130 138 104.0
138 130 104.0
130 134 110.0
134 130 110.0
130 132 106.0
132 130 106.0
131 643 107.0
643 131 107.0
131 387 109.0
387 131 109.0
131 195 103.0
195 131 103.0
131 163 109.0
163 131 109.0
131 147 108.0
147 131 108.0
131 139 104.0
139 131 104.0
131 135 100.0
135 131 100.0
131 132 105.0
132 131 105.0
132 644 105.0
644 132 105.0
132 388 104.0
388 132 104.0
132 196 105.0
196 132 105.0
132 164 108.0
164 132 108.0
132 148 110.0
148 132 110.0
132 140 103.0
140 132 103.0
132 136 101.0
136 132 101.0
133 645 101.0
645 133 101.0
133 389 100.0
389 133 100.0
133 197 110.0
197 133 110.0
133 165 104.0
165 133 104.0
133 149 102.0
149 133 102.0
133 141 110.0
141 133 110.0
133 135 109.0
135 133 109.0
133 134 102.0
134 133 102.0
134 646 101.0
