N 1200
M 7964
R 200
# u v length
1019 919 110.0
919 1019 110.0
1019 936 107.0
936 1019 107.0
1019 964 102.0
964 1019 102.0
1019 970 104.0
970 1019 104.0
1019 993 102.0
993 1019 102.0
1020 61 101.0
61 1020 101.0
1020 104 105.0
104 1020 105.0
1020 115 106.0
115 1020 106.0
1020 203 101.0
203 1020 101.0
1020 299 101.0
299 1020 101.0
1020 344 107.0
344 1020 107.0
1020 371 102.0
371 1020 102.0
1020 389 101.0
389 1020 101.0
1020 392 110.0
392 1020 110.0
1020 424 105.0
424 1020 105.0
1020 434 103.0
434 1020 103.0
1020 435 106.0
435 1020 106.0
1020 448 109.0
448 1020 109.0
1020 476 104.0
476 1020 104.0
1020 568 108.0
568 1020 108.0
1020 619 105.0
619 1020 105.0
1020 646 102.0
646 1020 102.0
1020 659 106.0
659 1020 106.0
1020 676 105.0
676 1020 105.0
1020 701 101.0
701 1020 101.0
1020 752 104.0
752 1020 104.0
1020 857 103.0
857 1020 103.0
1020 864 107.0
864 1020 107.0
1020 984 104.0
984 1020 104.0
1021 73 105.0
73 1021 105.0
1021 136 102.0
136 1021 102.0
1021 157 103.0
157 1021 103.0
1021 199 104.0
199 1021 104.0
1021 234 103.0
234 1021 103.0
1021 272 105.0
272 1021 105.0
1021 419 109.0
419 1021 109.0
1021 441 107.0
441 1021 107.0
1021 508 107.0
508 1021 107.0
1021 526 106.0
526 1021 106.0
1021 530 105.0
530 1021 105.0
1021 532 101.0
532 1021 101.0
1021 545 106.0
545 1021 106.0
1021 605 106.0
605 1021 106.0
1021 658 102.0
658 1021 102.0
1021 715 103.0
715 1021 103.0
1021 731 110.0
731 1021 110.0
1021 823 101.0
823 1021 101.0
1021 840 106.0
840 1021 106.0
1021 844 108.0
844 1021 108.0
1021 881 110.0
881 1021 110.0
1021 956 108.0
956 1021 108.0
1022 41 102.0
41 1022 102.0
1022 227 108.0
227 1022 108.0
1022 253 101.0
253 1022 101.0
1022 297 108.0
297 1022 108.0
1022 395 102.0
395 1022 102.0
1022 444 109.0
444 1022 109.0
1022 454 101.0
454 1022 101.0
1022 461 107.0
461 1022 107.0
1022 528 106.0
528 1022 106.0
1022 563 108.0
563 1022 108.0
1022 649 102.0
649 1022 102.0
1022 826 105.0
826 1022 105.0
1022 983 104.0
983 1022 104.0
1023 21 108.0
21 1023 108.0
1023 22 103.0
22 1023 103.0
1023 61 103.0
61 1023 103.0
1023 68 110.0
68 1023 110.0
1023 91 105.0
91 1023 105.0
1023 155 109.0
155 1023 109.0
1023 238 110.0
238 1023 110.0
1023 299 107.0
299 1023 107.0
1023 368 106.0
368 1023 106.0
1023 449 104.0
449 1023 104.0
1023 462 107.0
462 1023 107.0
1023 532 106.0
532 1023 106.0
1023 637 110.0
637 1023 110.0
1023 663 108.0
663 1023 108.0
1023 681 106.0
681 1023 106.0
1023 806 101.0
806 1023 101.0
1023 861 106.0
861 1023 106.0
1023 887 103.0
887 1023 103.0
1023 930 105.0
930 1023 105.0
1024 31 110.0
31 1024 110.0
1024 76 103.0
76 1024 103.0
1024 207 110.0
207 1024 110.0
1024 211 105.0
211 1024 105.0
1024 235 106.0
235 1024 106.0
1024 244 108.0
244 1024 108.0
1024 245 105.0
245 1024 105.0
1024 300 101.0
300 1024 101.0
1024 442 107.0
442 1024 107.0
1024 486 101.0
486 1024 101.0
1024 513 110.0
513 1024 110.0
1024 515 101.0
515 1024 101.0
1024 590 105.0
590 1024 105.0
1024 594 106.0
594 1024 106.0
1024 623 109.0
623 1024 109.0
1024 665 109.0
665 1024 109.0
1024 674 102.0
674 1024 102.0
1024 776 106.0
776 1024 106.0
1024 786 102.0
786 1024 102.0
1024 814 109.0
814 1024 109.0
1024 872 103.0
872 1024 103.0
1024 878 107.0
878 1024 107.0
1024 890 109.0
890 1024 109.0
1024 898 106.0
898 1024 106.0
1025 47 104.0
47 1025 104.0
1025 108 102.0
108 1025 102.0
1025 192 103.0
192 1025 103.0
1025 304 102.0
304 1025 102.0
1025 355 104.0
355 1025 104.0
1025 446 108.0
446 1025 108.0
1025 471 106.0
471 1025 106.0
1025 562 108.0
562 1025 108.0
1025 644 107.0
644 1025 107.0
1025 688 109.0
688 1025 109.0
1025 693 104.0
693 1025 104.0
1025 743 106.0
743 1025 106.0
1026 23 105.0
23 1026 105.0
1026 46 109.0
46 1026 109.0
1026 63 107.0
63 1026 107.0
1026 93 105.0
93 1026 105.0
1026 94 109.0
94 1026 109.0
1026 273 103.0
273 1026 103.0
1026 279 110.0
279 1026 110.0
1026 288 110.0
288 1026 110.0
1026 363 110.0
363 1026 110.0
1026 364 110.0
364 1026 110.0
1026 379 109.0
379 1026 109.0
1026 416 110.0
416 1026 110.0
1026 527 109.0
527 1026 109.0
1026 559 109.0
559 1026 109.0
1026 629 105.0
629 1026 105.0
1026 818 105.0
818 1026 105.0
1026 853 106.0
853 1026 106.0
1026 855 101.0
855 1026 101.0
1026 982 103.0
982 1026 103.0
1027 145 105.0
145 1027 105.0
1027 179 110.0
179 1027 110.0
1027 251 108.0
251 1027 108.0
1027 449 108.0
449 1027 108.0
1027 507 103.0
507 1027 103.0
1027 513 103.0
513 1027 103.0
1027 524 106.0
524 1027 106.0
1027 580 104.0
580 1027 104.0
1027 629 103.0
629 1027 103.0
1027 675 107.0
675 1027 107.0
1027 753 106.0
753 1027 106.0
1027 769 108.0
769 1027 108.0
1027 772 109.0
772 1027 109.0
1027 806 102.0
806 1027 102.0
1027 807 109.0
807 1027 109.0
1027 835 107.0
835 1027 107.0
1027 854 101.0
854 1027 101.0
1027 886 101.0
886 1027 101.0
1027 978 104.0
978 1027 104.0
1028 7 107.0
7 1028 107.0
1028 12 109.0
12 1028 109.0
1028 47 102.0
47 1028 102.0
1028 68 105.0
68 1028 105.0
1028 101 108.0
101 1028 108.0
1028 184 105.0
184 1028 105.0
1028 273 106.0
273 1028 106.0
1028 418 108.0
418 1028 108.0
1028 636 101.0
636 1028 101.0
1028 649 101.0
649 1028 101.0
1028 726 109.0
726 1028 109.0
1028 754 107.0
754 1028 107.0
1028 804 107.0
804 1028 107.0
1028 880 106.0
880 1028 106.0
1028 900 109.0
900 1028 109.0
1028 905 102.0
905 1028 102.0
1028 968 103.0
968 1028 103.0
1029 209 103.0
209 1029 103.0
1029 252 104.0
252 1029 104.0
1029 306 102.0
306 1029 102.0
1029 322 105.0
322 1029 105.0
1029 578 103.0
578 1029 103.0
1029 619 104.0
619 1029 104.0
1029 640 108.0
640 1029 108.0
1029 646 102.0
646 1029 102.0
1029 724 106.0
724 1029 106.0
1029 905 110.0
905 1029 110.0
1029 915 106.0
915 1029 106.0
1029 956 107.0
956 1029 107.0
1029 976 109.0
976 1029 109.0
1029 990 106.0
990 1029 106.0
1030 20 110.0
20 1030 110.0
1030 34 104.0
34 1030 104.0
1030 75 101.0
75 1030 101.0
1030 101 102.0
101 1030 102.0
1030 150 109.0
150 1030 109.0
1030 172 104.0
172 1030 104.0
1030 210 102.0
210 1030 102.0
1030 236 104.0
236 1030 104.0
1030 346 104.0
346 1030 104.0
1030 418 108.0
418 1030 108.0
1030 549 108.0
549 1030 108.0
1030 558 105.0
558 1030 105.0
1030 571 108.0
571 1030 108.0
1030 595 106.0
595 1030 106.0
1030 832 102.0
832 1030 102.0
1030 840 108.0
840 1030 108.0
1030 860 101.0
860 1030 101.0
1031 6 105.0
6 1031 105.0
1031 11 104.0
11 1031 104.0
1031 220 102.0
220 1031 102.0
1031 320 108.0
320 1031 108.0
1031 372 106.0
372 1031 106.0
1031 386 102.0
386 1031 102.0
1031 391 105.0
391 1031 105.0
1031 393 110.0
393 1031 110.0
1031 510 103.0
510 1031 103.0
1031 519 107.0
519 1031 107.0
1031 531 108.0
531 1031 108.0
1031 586 106.0
586 1031 106.0
1031 616 101.0
616 1031 101.0
1031 642 105.0
642 1031 105.0
1031 649 106.0
649 1031 106.0
1031 794 105.0
794 1031 105.0
1031 860 102.0
860 1031 102.0
1031 904 105.0
904 1031 105.0
1032 40 108.0
40 1032 108.0
1032 67 110.0
67 1032 110.0
1032 79 107.0
79 1032 107.0
1032 86 105.0
86 1032 105.0
1032 98 110.0
98 1032 110.0
1032 108 109.0
108 1032 109.0
1032 145 101.0
145 1032 101.0
1032 201 109.0
201 1032 109.0
1032 344 108.0
344 1032 108.0
1032 359 101.0
359 1032 101.0
1032 380 102.0
380 1032 102.0
1032 422 108.0
422 1032 108.0
1032 477 109.0
477 1032 109.0
1032 497 102.0
497 1032 102.0
1032 592 106.0
592 1032 106.0
1032 631 104.0
631 1032 104.0
1032 650 107.0
650 1032 107.0
1032 723 108.0
723 1032 108.0
1032 899 104.0
899 1032 104.0
1032 900 109.0
900 1032 109.0
1033 161 110.0
161 1033 110.0
1033 334 107.0
334 1033 107.0
1033 372 101.0
372 1033 101.0
1033 431 105.0
431 1033 105.0
1033 434 105.0
434 1033 105.0
1033 544 102.0
544 1033 102.0
1033 583 110.0
583 1033 110.0
1033 636 110.0
636 1033 110.0
1033 685 107.0
685 1033 107.0
1033 695 103.0
695 1033 103.0
1033 730 109.0
730 1033 109.0
1033 819 107.0
819 1033 107.0
1033 865 103.0
865 1033 103.0
1033 891 105.0
891 1033 105.0
1033 893 104.0
893 1033 104.0
1033 995 104.0
995 1033 104.0
1033 996 106.0
996 1033 106.0
1034 168 105.0
168 1034 105.0
1034 188 105.0
188 1034 105.0
1034 200 108.0
200 1034 108.0
1034 339 110.0
339 1034 110.0
1034 347 106.0
347 1034 106.0
1034 370 101.0
370 1034 101.0
1034 421 106.0
421 1034 106.0
1034 441 102.0
441 1034 102.0
1034 463 106.0
463 1034 106.0
1034 486 105.0
486 1034 105.0
1034 499 103.0
499 1034 103.0
1034 508 103.0
508 1034 103.0
1034 529 101.0
529 1034 101.0
1034 558 103.0
558 1034 103.0
1034 595 102.0
595 1034 102.0
1034 644 104.0
644 1034 104.0
1034 687 109.0
687 1034 109.0
1034 722 107.0
722 1034 107.0
1034 813 102.0
813 1034 102.0
1034 829 103.0
829 1034 103.0
1035 29 103.0
29 1035 103.0
1035 50 102.0
50 1035 102.0
1035 89 107.0
89 1035 107.0
1035 101 104.0
101 1035 104.0
1035 138 107.0
138 1035 107.0
1035 183 104.0
183 1035 104.0
1035 192 101.0
192 1035 101.0
1035 241 105.0
241 1035 105.0
1035 245 102.0
245 1035 102.0
1035 289 109.0
289 1035 109.0
1035 303 101.0
303 1035 101.0
1035 363 104.0
363 1035 104.0
1035 480 106.0
480 1035 106.0
1035 516 102.0
516 1035 102.0
1035 530 103.0
530 1035 103.0
1035 562 107.0
562 1035 107.0
1035 686 108.0
686 1035 108.0
1035 696 108.0
696 1035 108.0
1035 733 101.0
733 1035 101.0
1035 760 105.0
760 1035 105.0
1035 806 105.0
806 1035 105.0
1035 824 105.0
824 1035 105.0
1035 826 104.0
826 1035 104.0
1035 841 107.0
841 1035 107.0
1035 908 104.0
908 1035 104.0
1035 921 110.0
921 1035 110.0
1035 960 107.0
960 1035 107.0
1035 997 106.0
997 1035 106.0
1036 19 110.0
19 1036 110.0
1036 102 106.0
102 1036 106.0
1036 124 105.0
124 1036 105.0
1036 254 107.0
254 1036 107.0
1036 309 110.0
309 1036 110.0
1036 354 103.0
354 1036 103.0
1036 378 105.0
378 1036 105.0
1036 435 105.0
435 1036 105.0
1036 469 103.0
469 1036 103.0
1036 487 104.0
487 1036 104.0
1036 583 110.0
583 1036 110.0
1036 605 109.0
605 1036 109.0
1036 649 110.0
649 1036 110.0
1036 651 107.0
651 1036 107.0
1036 686 109.0
686 1036 109.0
1036 949 106.0
949 1036 106.0
1037 43 109.0
43 1037 109.0
1037 118 104.0
118 1037 104.0
1037 131 108.0
131 1037 108.0
1037 147 110.0
147 1037 110.0
1037 209 107.0
209 1037 107.0
1037 241 109.0
241 1037 109.0
1037 285 107.0
285 1037 107.0
1037 377 108.0
377 1037 108.0
1037 434 110.0
434 1037 110.0
1037 519 101.0
519 1037 101.0
1037 537 105.0
537 1037 105.0
1037 633 104.0
633 1037 104.0
1037 689 106.0
689 1037 106.0
1037 753 107.0
753 1037 107.0
1037 888 104.0
888 1037 104.0
1037 923 105.0
923 1037 105.0
1037 931 106.0
931 1037 106.0
1037 947 106.0
947 1037 106.0
1038 70 106.0
70 1038 106.0
1038 132 108.0
132 1038 108.0
1038 162 105.0
162 1038 105.0
1038 223 107.0
223 1038 107.0
1038 231 102.0
231 1038 102.0
1038 356 110.0
356 1038 110.0
1038 361 110.0
361 1038 110.0
1038 417 109.0
417 1038 109.0
1038 485 109.0
485 1038 109.0
1038 489 109.0
489 1038 109.0
1038 497 103.0
497 1038 103.0
1038 572 106.0
572 1038 106.0
1038 683 103.0
683 1038 103.0
1038 775 106.0
775 1038 106.0
1038 863 109.0
863 1038 109.0
1038 893 105.0
893 1038 105.0
1038 951 109.0
951 1038 109.0
1039 15 110.0
15 1039 110.0
1039 29 101.0
29 1039 101.0
1039 43 109.0
43 1039 109.0
1039 111 108.0
111 1039 108.0
1039 156 102.0
156 1039 102.0
1039 163 106.0
163 1039 106.0
1039 172 108.0
172 1039 108.0
1039 224 105.0
224 1039 105.0
1039 260 104.0
260 1039 104.0
1039 263 101.0
263 1039 101.0
1039 335 103.0
335 1039 103.0
1039 337 106.0
337 1039 106.0
1039 502 104.0
502 1039 104.0
1039 657 109.0
657 1039 109.0
1039 683 102.0
683 1039 102.0
1039 700 110.0
700 1039 110.0
1039 701 101.0
701 1039 101.0
1039 719 109.0
719 1039 109.0
1039 732 102.0
732 1039 102.0
1039 752 105.0
752 1039 105.0
1039 762 105.0
762 1039 105.0
1039 806 104.0
806 1039 104.0
1039 847 102.0
847 1039 102.0
1039 939 102.0
939 1039 102.0
1039 940 103.0
940 1039 103.0
1039 998 109.0
998 1039 109.0
1040 20 104.0
20 1040 104.0
1040 50 104.0
50 1040 104.0
1040 71 106.0
71 1040 106.0
1040 105 107.0
105 1040 107.0
1040 108 106.0
108 1040 106.0
1040 154 104.0
154 1040 104.0
1040 160 110.0
160 1040 110.0
1040 328 102.0
328 1040 102.0
1040 367 110.0
367 1040 110.0
1040 448 102.0
448 1040 102.0
1040 484 103.0
484 1040 103.0
1040 490 108.0
490 1040 108.0
1040 498 103.0
498 1040 103.0
1040 595 103.0
595 1040 103.0
1040 599 101.0
